id	Zod_quality	Zod_precursorMass	Zod_SiriusMF	Zod_SiriusScore	Zod_numberOfCandidates	Zod_hasDummy	Zod_connectedCompounds	Zod_biggestTreeSize	Zod_maxExplainedIntensity	Zod_ZodiacMF	Zod_ZodiacMFIon	Zod_ZodiacScore	Zod_treeSize	Zod_explainedIntensity	Zod_ZodiacMF2	Zod_ZodiacMFIon2	Zod_ZodiacScore2	Zod_treeSize2	Zod_explainedIntensity2	Zod_ZodiacMF3	Zod_ZodiacMFIon3	Zod_ZodiacScore3	Zod_treeSize3	Zod_explainedIntensity3	Zod_ZodiacMF4	Zod_ZodiacMFIon4	Zod_ZodiacScore4	Zod_treeSize4	Zod_explainedIntensity4	Zod_ZodiacMF5	Zod_ZodiacMFIon5	Zod_ZodiacScore5	Zod_treeSize5	Zod_explainedIntensity5	Zod_ZodiacMF6	Zod_ZodiacMFIon6	Zod_ZodiacScore6	Zod_treeSize6	Zod_explainedIntensity6	Zod_ZodiacMF7	Zod_ZodiacMFIon7	Zod_ZodiacScore7	Zod_treeSize7	Zod_explainedIntensity7	Zod_ZodiacMF8	Zod_ZodiacMFIon8	Zod_ZodiacScore8	Zod_treeSize8	Zod_explainedIntensity8	Zod_ZodiacMF9	Zod_ZodiacMFIon9	Zod_ZodiacScore9	Zod_treeSize9	Zod_explainedIntensity9	Zod_ZodiacMF10	Zod_ZodiacMFIon10	Zod_ZodiacScore10	Zod_treeSize10	Zod_explainedIntensity10	Zod_ZodiacMF11	Zod_ZodiacMFIon11	Zod_ZodiacScore11	Zod_treeSize11	Zod_explainedIntensity11	Zod_ZodiacMF12	Zod_ZodiacMFIon12	Zod_ZodiacScore12	Zod_treeSize12	Zod_explainedIntensity12	Zod_ZodiacMF13	Zod_ZodiacMFIon13	Zod_ZodiacScore13	Zod_treeSize13	Zod_explainedIntensity13	Zod_ZodiacMF14	Zod_ZodiacMFIon14	Zod_ZodiacScore14	Zod_treeSize14	Zod_explainedIntensity14	Zod_ZodiacMF15	Zod_ZodiacMFIon15	Zod_ZodiacScore15	Zod_treeSize15	Zod_explainedIntensity15	Zod_ZodiacMF16	Zod_ZodiacMFIon16	Zod_ZodiacScore16	Zod_treeSize16	Zod_explainedIntensity16	Zod_ZodiacMF17	Zod_ZodiacMFIon17	Zod_ZodiacScore17	Zod_treeSize17	Zod_explainedIntensity17	Zod_ZodiacMF18	Zod_ZodiacMFIon18	Zod_ZodiacScore18	Zod_treeSize18	Zod_explainedIntensity18	Zod_ZodiacMF19	Zod_ZodiacMFIon19	Zod_ZodiacScore19	Zod_treeSize19	Zod_explainedIntensity19	Zod_ZodiacMF20	Zod_ZodiacMFIon20	Zod_ZodiacScore20	Zod_treeSize20	Zod_explainedIntensity20	Zod_ZodiacMF21	Zod_ZodiacMFIon21	Zod_ZodiacScore21	Zod_treeSize21	Zod_explainedIntensity21	Zod_ZodiacMF22	Zod_ZodiacMFIon22	Zod_ZodiacScore22	Zod_treeSize22	Zod_explainedIntensity22	Zod_ZodiacMF23	Zod_ZodiacMFIon23	Zod_ZodiacScore23	Zod_treeSize23	Zod_explainedIntensity23	Zod_ZodiacMF24	Zod_ZodiacMFIon24	Zod_ZodiacScore24	Zod_treeSize24	Zod_explainedIntensity24	Zod_ZodiacMF25	Zod_ZodiacMFIon25	Zod_ZodiacScore25	Zod_treeSize25	Zod_explainedIntensity25	Zod_ZodiacMF26	Zod_ZodiacMFIon26	Zod_ZodiacScore26	Zod_treeSize26	Zod_explainedIntensity26	Zod_ZodiacMF27	Zod_ZodiacMFIon27	Zod_ZodiacScore27	Zod_treeSize27	Zod_explainedIntensity27	Zod_ZodiacMF28	Zod_ZodiacMFIon28	Zod_ZodiacScore28	Zod_treeSize28	Zod_explainedIntensity28	Zod_ZodiacMF29	Zod_ZodiacMFIon29	Zod_ZodiacScore29	Zod_treeSize29	Zod_explainedIntensity29	Zod_ZodiacMF30	Zod_ZodiacMFIon30	Zod_ZodiacScore30	Zod_treeSize30	Zod_explainedIntensity30	Zod_ZodiacMF31	Zod_ZodiacMFIon31	Zod_ZodiacScore31	Zod_treeSize31	Zod_explainedIntensity31	Zod_ZodiacMF32	Zod_ZodiacMFIon32	Zod_ZodiacScore32	Zod_treeSize32	Zod_explainedIntensity32	Zod_ZodiacMF33	Zod_ZodiacMFIon33	Zod_ZodiacScore33	Zod_treeSize33	Zod_explainedIntensity33	Zod_ZodiacMF34	Zod_ZodiacMFIon34	Zod_ZodiacScore34	Zod_treeSize34	Zod_explainedIntensity34	Zod_ZodiacMF35	Zod_ZodiacMFIon35	Zod_ZodiacScore35	Zod_treeSize35	Zod_explainedIntensity35	Zod_ZodiacMF36	Zod_ZodiacMFIon36	Zod_ZodiacScore36	Zod_treeSize36	Zod_explainedIntensity36	Zod_ZodiacMF37	Zod_ZodiacMFIon37	Zod_ZodiacScore37	Zod_treeSize37	Zod_explainedIntensity37	Zod_ZodiacMF38	Zod_ZodiacMFIon38	Zod_ZodiacScore38	Zod_treeSize38	Zod_explainedIntensity38	Zod_ZodiacMF39	Zod_ZodiacMFIon39	Zod_ZodiacScore39	Zod_treeSize39	Zod_explainedIntensity39	Zod_ZodiacMF40	Zod_ZodiacMFIon40	Zod_ZodiacScore40	Zod_treeSize40	Zod_explainedIntensity40	Zod_ZodiacMF41	Zod_ZodiacMFIon41	Zod_ZodiacScore41	Zod_treeSize41	Zod_explainedIntensity41	Zod_ZodiacMF42	Zod_ZodiacMFIon42	Zod_ZodiacScore42	Zod_treeSize42	Zod_explainedIntensity42	Zod_ZodiacMF43	Zod_ZodiacMFIon43	Zod_ZodiacScore43	Zod_treeSize43	Zod_explainedIntensity43	Zod_ZodiacMF44	Zod_ZodiacMFIon44	Zod_ZodiacScore44	Zod_treeSize44	Zod_explainedIntensity44	Zod_ZodiacMF45	Zod_ZodiacMFIon45	Zod_ZodiacScore45	Zod_treeSize45	Zod_explainedIntensity45	Zod_ZodiacMF46	Zod_ZodiacMFIon46	Zod_ZodiacScore46	Zod_treeSize46	Zod_explainedIntensity46	Zod_ZodiacMF47	Zod_ZodiacMFIon47	Zod_ZodiacScore47	Zod_treeSize47	Zod_explainedIntensity47	Zod_ZodiacMF48	Zod_ZodiacMFIon48	Zod_ZodiacScore48	Zod_treeSize48	Zod_explainedIntensity48	Zod_ZodiacMF49	Zod_ZodiacMFIon49	Zod_ZodiacScore49	Zod_treeSize49	Zod_explainedIntensity49	Zod_ZodiacMF50	Zod_ZodiacMFIon50	Zod_ZodiacScore50	Zod_treeSize50	Zod_explainedIntensity50	Zod_ZodiacMF51	Zod_ZodiacMFIon51	Zod_ZodiacScore51	Zod_treeSize51	Zod_explainedIntensity51	Zod_ZodiacMF52	Zod_ZodiacMFIon52	Zod_ZodiacScore52	Zod_treeSize52	Zod_explainedIntensity52	Zod_ZodiacMF53	Zod_ZodiacMFIon53	Zod_ZodiacScore53	Zod_treeSize53	Zod_explainedIntensity53	Zod_ZodiacMF54	Zod_ZodiacMFIon54	Zod_ZodiacScore54	Zod_treeSize54	Zod_explainedIntensity54	Zod_ZodiacMF55	Zod_ZodiacMFIon55	Zod_ZodiacScore55	Zod_treeSize55	Zod_explainedIntensity55	Zod_ZodiacMF56	Zod_ZodiacMFIon56	Zod_ZodiacScore56	Zod_treeSize56	Zod_explainedIntensity56
1271	PoorlyExplained	287.994	C9H12BBrO5	0.472	13	False	10	5	1.0	C9H12BBrO5	[M - H]-	0.779	5.0	1.0	C6H12NO8PS	[M - H]-	0.188	5.0	1.0	C7H11NO7S	[M + Cl]-	0.025	5.0	1.0	C10H9Cl2N3O3	[M - H]-	0.005	4.0	0.889	C8H7N3O7S	[M - H]-	0.003	4.0	0.889	C4H7N3O12	[M - H]-	0.001	4.0	0.889	C9H9ClN3O4P	[M - H]-	0.0	4.0	0.889	C10H7BN4O	[M + Br]-	0.0	3.0	0.268	C9H11N3O2S3	[M - H]-	0.0	4.0	0.889	C11H4ClN5O3	[M - H]-	0.0	4.0	0.889	C10H8ClN3O3	[M + Cl]-	0.0	4.0	0.889	C10H8ClNO7	[M - H]-	0.0	3.0	0.643	C9H11BO5	[M + Br]-	0.0	4.0	0.514																																																																																																																																																																																																																							
5150	PoorlyExplained	288.155	C12H23N3O5	0.998	10	False	25	15	0.333	C12H23N3O5	[M - H]-	1.0	15.0	0.333	C13H19N7O	[M - H]-	0.0	15.0	0.327	C13H19BF4N2	[M - H]-	0.0	13.0	0.31	C18H19BN2O	[M - H]-	0.0	5.0	0.027	C12H23BN2O3	[M + Cl]-	0.0	14.0	0.289	C13H24FN3OS	[M - H]-	0.0	7.0	0.067	C15H20BFN2O2	[M - H]-	0.0	13.0	0.311	C15H21BNO4	[M - H]-	0.0	13.0	0.28	C13H21F2N3O2	[M - H]-	0.0	14.0	0.302	C12H25F2NO2	[M + Cl]-	0.0	7.0	0.256																																																																																																																																																																																																																																						
1283	UNKNOWN	288.908	C7H5BrF2O3	0.971	10	False	11	6	0.981	C7H5BrF2O3	[M + Cl]-	0.999	6.0	0.981	C6H5Cl2O7P	[M - H]-	0.001	6.0	0.981	C8H6Cl3FO2S	[M - H]-	0.0	4.0	0.698	C6H4ClFN2O2S2	[M + Cl]-	0.0	6.0	0.981	C10H4BrFO2	[M + Cl]-	0.0	4.0	0.875	C6H4ClO7P	[M + Cl]-	0.0	5.0	0.94	C4H7N2O4PS	[M + Br]-	0.0	4.0	0.698	C7H5ClF2O3	[M + Br]-	0.0	5.0	0.94	C10H5BrClFO2	[M - H]-	0.0	5.0	0.916	C10H4ClFO2	[M + Br]-	0.0	4.0	0.875																																																																																																																																																																																																																																						
292	UNKNOWN	288.976	C8H6N2O8S	0.981	13	False	3	11	0.89	C8H6N2O8S	[M - H]-	0.974	8.0	0.811	C8H7Cl2F3N2O2	[M - H]-	0.007	7.0	0.808	C6H5F3N2O6S	[M - H]-	0.006	7.0	0.805	C7H6F4N2O2S2	[M - H]-	0.004	11.0	0.89	C9H10N2O3S3	[M - H]-	0.003	8.0	0.601	C8H8BNO4P2	[M + Cl]-	0.003	6.0	0.798	C9H4F2N2O5S	[M - H]-	0.002	7.0	0.805	C9H7FN2O4S2	[M - H]-	0.001	9.0	0.822	C6H6ClF3N4O2S	[M - H]-	0.001	7.0	0.808	C11H11ClO3S2	[M - H]-	0.001	8.0	0.601	C8H16ClO2P	[M + Br]-	0.0	4.0	0.392	C11H10O3S2	[M + Cl]-	0.0	8.0	0.601	C6H15N2O2PS	[M + Br]-	0.0	4.0	0.392																																																																																																																																																																																																																							
10795	PoorlyExplained	289.118	C13H18BN3O2S	0.263	12	False	0	9	0.606	C13H18BN3O2S	[M - H]-	0.248	7.0	0.551	C15H19BClNO2	[M - H]-	0.15	7.0	0.551	C15H16BF2NO2	[M - H]-	0.136	7.0	0.551	C9H18B2N2O5	[M + Cl]-	0.13	9.0	0.606	C13H15BFN3O3	[M - H]-	0.105	7.0	0.551	C15H18N2O4	[M - H]-	0.099	6.0	0.524	C11H14N8O2	[M - H]-	0.059	6.0	0.525	C18H15BFNO	[M - H]-	0.034	4.0	0.461	C10H18N4O6	[M - H]-	0.033	6.0	0.524	C15H18BNO2	[M + Cl]-	0.007	4.0	0.461	C14H26O	[M + Br]-	0.0	1.0	0.0	C14H22B2	[M + Br]-	0.0	1.0	0.0																																																																																																																																																																																																																												
1755	UNKNOWN	290.099	C10H17N3O7	1.0	13	False	9	9	0.992	C10H17N3O7	[M - H]-	1.0	9.0	0.992	C16H13BN2O3	[M - H]-	0.0	8.0	0.851	C9H21NO7	[M + Cl]-	0.0	7.0	0.836	C13H14BFN2O4	[M - H]-	0.0	8.0	0.851	C12H22NO3PS	[M - H]-	0.0	7.0	0.836	C13H17BN2O3S	[M - H]-	0.0	9.0	0.992	C15H21B	[M + Br]-	0.0	1.0	0.0	C14H17N3O2S	[M - H]-	0.0	8.0	0.564	C10H22FNO3S	[M + Cl]-	0.0	7.0	0.836	C11H13N7O3	[M - H]-	0.0	8.0	0.851	C13H16F3NO3	[M - H]-	0.0	7.0	0.836	C10H21N5	[M + Br]-	0.0	1.0	0.0	C11H18FN3O3S	[M - H]-	0.0	9.0	0.992																																																																																																																																																																																																																							
2686	PoorlyExplained	290.114	C14H17N3O4	0.868	11	False	10	11	0.725	C14H17N3O4	[M - H]-	0.986	10.0	0.47	C14H13B2N3O3	[M - H]-	0.012	10.0	0.47	C11H18FN3O5	[M - H]-	0.002	10.0	0.47	C10H13N9O2	[M - H]-	0.0	9.0	0.464	C11H21BN2O2S	[M + Cl]-	0.0	9.0	0.725	C12H16F3N3O2	[M - H]-	0.0	8.0	0.429	C14H15BF2N2O2	[M - H]-	0.0	9.0	0.464	C9H17N7O2	[M + Cl]-	0.0	8.0	0.443	C11H19N4O3	[M + Cl]-	0.0	10.0	0.47	C13H25NO	[M + Br]-	0.0	2.0	0.102	C12H17BN4O2S	[M - H]-	0.0	11.0	0.589																																																																																																																																																																																																																																	
653	PoorlyExplained	291.006	C12H5F5O3	0.309	12	False	7	5	1.0	C12H5F5O3	[M - H]-	0.351	5.0	1.0	C7H5F9O2	[M - H]-	0.346	5.0	1.0	C10H7F3N2O3S	[M - H]-	0.088	5.0	1.0	C12H8ClF3O3	[M - H]-	0.048	5.0	1.0	C11H8F3O4P	[M - H]-	0.047	5.0	1.0	C8H9F4O5P	[M - H]-	0.045	5.0	1.0	C7H11F3N2O3S2	[M - H]-	0.038	5.0	1.0	C9H8F4O4	[M + Cl]-	0.019	5.0	1.0	C12H7F3O3	[M + Cl]-	0.015	5.0	1.0	C4H4N8O8	[M - H]-	0.003	5.0	1.0	C7H16O7	[M + Br]-	0.0	1.0	0.0	C9H10F2N4	[M + Br]-	0.0	1.0	0.0																																																																																																																																																																																																																												
3432	PoorlyExplained	291.067	C10H14BF2NO4S	0.498	13	False	1	7	0.784	C10H14BF2NO4S	[M - H]-	0.505	7.0	0.717	C8H10F2N6O4	[M - H]-	0.256	7.0	0.717	C11H7BF3N5O	[M - H]-	0.102	6.0	0.658	C12H10B2F2O5	[M - H]-	0.084	6.0	0.658	C10H13FN4O3	[M + Cl]-	0.023	7.0	0.717	C11H12N6O2S	[M - H]-	0.015	6.0	0.658	C12H13N4O3P	[M - H]-	0.006	5.0	0.491	C11H9FN6O3	[M - H]-	0.005	6.0	0.549	C10H12BClF3N3O	[M - H]-	0.003	7.0	0.784	C13H8B2N4O	[M + Cl]-	0.002	4.0	0.497	C10H14ClFN4O3	[M - H]-	0.002	6.0	0.549	C12H16BN3	[M + Br]-	0.0	2.0	0.052	C7H16N8	[M + Br]-	0.0	1.0	0.0																																																																																																																																																																																																																							
286	PoorlyExplained	292.016	C6H15NO8S2	0.478	14	False	10	5	0.993	C6H15NO8S2	[M - H]-	0.802	5.0	0.993	C7H11N5O4S2	[M - H]-	0.197	5.0	0.993	C9H13NO6P2	[M - H]-	0.001	5.0	0.993	C8H12N3O5PS	[M - H]-	0.001	5.0	0.993	C10H15NO3S3	[M - H]-	0.0	3.0	0.978	C10H7N5O4S	[M - H]-	0.0	3.0	0.978	C9H12ClN3O4S	[M - H]-	0.0	5.0	0.993	C6H11N7O2	[M + Br]-	0.0	1.0	0.0	C11H13Cl2NO4	[M - H]-	0.0	5.0	0.993	C10H15NO4	[M + Br]-	0.0	1.0	0.0	C5H11NO13	[M - H]-	0.0	5.0	0.993	C10H16BrNO4	[M - H]-	0.0	3.0	0.978	C11H12ClNO4	[M + Cl]-	0.0	5.0	0.993	C9H11N3O4S	[M + Cl]-	0.0	5.0	0.993																																																																																																																																																																																																																		
4131	UNKNOWN	292.068	C10H16ClN3O5	0.997	12	False	15	20	0.965	C10H16ClN3O5	[M - H]-	1.0	19.0	0.965	C9H13F2N5O2S	[M - H]-	0.0	20.0	0.323	C9H16N3O6P	[M - H]-	0.0	20.0	0.404	C12H21O3	[M + Br]-	0.0	1.0	0.0	C15H19N	[M + Br]-	0.0	1.0	0.0	C13H13FN3O2P	[M - H]-	0.0	15.0	0.219	C10H20BrN3O2	[M - H]-	0.0	15.0	0.219	C10H15N3O5	[M + Cl]-	0.0	20.0	0.404	C11H13F2N3O2	[M + Cl]-	0.0	17.0	0.309	C11H14ClF2N3O2	[M - H]-	0.0	17.0	0.309	C10H12B2ClN3O4	[M - H]-	0.0	19.0	0.965	C10H17FN3O2PS	[M - H]-	0.0	17.0	0.309																																																																																																																																																																																																																												
1831	PoorlyExplained	292.24	C16H35NO	0.967	3	False	0	1	0.0	C16H35NO	[M + Cl]-	0.973	1.0	0.0	C17H31N3O	[M - H]-	0.016	1.0	0.0	C19H33O2	[M - H]-	0.012	1.0	0.0																																																																																																																																																																																																																																																																									
2495	PoorlyExplained	292.891	C3H6N2O5S2	0.269	10	False	35	5	0.983	C9H4Cl2O3S2	[M - H]-	0.663	5.0	0.983	C3H6N2O5S2	[M + Br]-	0.337	5.0	0.983	C8H4BrFO4S	[M - H]-	0.001	5.0	0.983	C6H4ClFO4S2	[M + Cl]-	0.0	5.0	0.983	C5H4F2O5S	[M + Br]-	0.0	5.0	0.983	C7H8Br2N2O	[M - H]-	0.0	2.0	0.607	C5H7IO2S	[M + Cl]-	0.0	4.0	0.95	C4H3O9PS	[M + Cl]-	0.0	4.0	0.95	C7H9Cl3O	[M + Br]-	0.0	2.0	0.607	C3H7IN2O2S2	[M - H]-	0.0	4.0	0.95																																																																																																																																																																																																																																						
61	UNKNOWN	292.892	C3H6N2O5S2	0.639	10	False	32	6	0.979	C9H4Cl2O3S2	[M - H]-	0.6	6.0	0.979	C3H6N2O5S2	[M + Br]-	0.4	6.0	0.979	C5H4F2O5S	[M + Br]-	0.0	4.0	0.938	C6H4ClFO4S2	[M + Cl]-	0.0	6.0	0.979	C4H3O9PS	[M + Cl]-	0.0	4.0	0.938	C5H7IO2S	[M + Cl]-	0.0	5.0	0.958	C3H7IN2O2S2	[M - H]-	0.0	5.0	0.958	C8H6O2S5	[M - H]-	0.0	5.0	0.958	C5H8ClIO2S	[M - H]-	0.0	5.0	0.958	C8H4BrFO4S	[M - H]-	0.0	6.0	0.979																																																																																																																																																																																																																																						
10596	UNKNOWN	293.088	C9H18BNO7S	0.999	13	False	10	14	0.905	C9H18BNO7S	[M - H]-	0.978	13.0	0.87	C11H18O9	[M - H]-	0.022	10.0	0.641	C11H22N2O2	[M + Br]-	0.0	3.0	0.125	C12H16BN2O4S	[M - H]-	0.0	12.0	0.775	C7H14N6O7	[M - H]-	0.0	12.0	0.68	C12H17ClF2N2O2	[M - H]-	0.0	14.0	0.905	C10H13F3N4O3	[M - H]-	0.0	12.0	0.68	C10H16F2N4O2S	[M - H]-	0.0	13.0	0.705	C12H16F2N2O2	[M + Cl]-	0.0	11.0	0.653	C12H22O4S2	[M - H]-	0.0	10.0	0.732	C9H12B2N5O3	[M + Cl]-	0.0	12.0	0.611	C15H18O4S	[M - H]-	0.0	12.0	0.857	C12H14N4O5	[M - H]-	0.0	11.0	0.585																																																																																																																																																																																																																							
9491	PoorlyExplained	293.178	C14H30O4S	0.498	10	False	2	2	0.668	C14H30O4S	[M - H]-	1.0	2.0	0.668	C17H26O4	[M - H]-	0.0	1.0	0.0	C17H27ClN2	[M - H]-	0.0	1.0	0.0	C17H26N2	[M + Cl]-	0.0	1.0	0.0	C18H22N4	[M - H]-	0.0	1.0	0.0	C16H31Cl	[M + Cl]-	0.0	2.0	0.668	C16H27N2OP	[M - H]-	0.0	1.0	0.0	C15H23FN4O	[M - H]-	0.0	1.0	0.0	C15H26N4S	[M - H]-	0.0	1.0	0.0	C12H22BN5O3	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																						
533	PoorlyExplained	293.179	C14H30O4S	0.978	10	False	7	4	0.589	C14H30O4S	[M - H]-	1.0	4.0	0.589	C16H27N2OP	[M - H]-	0.0	1.0	0.0	C15H23FN4O	[M - H]-	0.0	1.0	0.0	C14H27FN2O	[M + Cl]-	0.0	1.0	0.0	C12H24F2N4O2	[M - H]-	0.0	1.0	0.0	C17H26N2	[M + Cl]-	0.0	1.0	0.0	C17H27ClN2	[M - H]-	0.0	1.0	0.0	C11H26BN3O3	[M + Cl]-	0.0	1.0	0.0	C18H22N4	[M - H]-	0.0	1.0	0.0	C15H26N4S	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																						
1640	PoorlyExplained	293.18	C14H30O4S	0.882	10	False	4	3	0.975	C14H30O4S	[M - H]-	1.0	3.0	0.975	C14H27FN2O	[M + Cl]-	0.0	1.0	0.0	C11H26BN3O3	[M + Cl]-	0.0	1.0	0.0	C15H26N4S	[M - H]-	0.0	1.0	0.0	C16H32Cl2	[M - H]-	0.0	2.0	0.968	C16H31Cl	[M + Cl]-	0.0	2.0	0.968	C14H32O2P2	[M - H]-	0.0	2.0	0.968	C12H24F2N4O2	[M - H]-	0.0	1.0	0.0	C18H22N4	[M - H]-	0.0	1.0	0.0	C17H26N2	[M + Cl]-	0.0	1.0	0.0																																																																																																																																																																																																																																						
1942	PoorlyExplained	294.014	C5H15NO9P2	0.46	12	False	9	9	0.595	C10H15BrFNO3	[M - H]-	0.481	6.0	0.562	C5H15NO9P2	[M - H]-	0.435	6.0	0.562	C6H9N5O7S	[M - H]-	0.057	3.0	0.545	C10H9N5O2S2	[M - H]-	0.016	4.0	0.549	C8H14N3O3PS2	[M - H]-	0.008	3.0	0.545	C6H14NO8P	[M + Cl]-	0.002	5.0	0.556	C7H10N3O8P	[M - H]-	0.001	3.0	0.545	C7H18NO3PS2	[M + Cl]-	0.001	9.0	0.595	C8H9N3O7	[M + Cl]-	0.0	3.0	0.545	C10H14FNO3	[M + Br]-	0.0	3.0	0.011	C7H13N5O2S3	[M - H]-	0.0	4.0	0.549	C10H17NO2S	[M + Br]-	0.0	3.0	0.027																																																																																																																																																																																																																												
10914	PoorlyExplained	294.116	C12H17BN2O6	0.999	12	False	15	14	0.706	C12H17BN2O6	[M - H]-	1.0	12.0	0.69	C15H18FNO4	[M - H]-	0.0	7.0	0.589	C12H19F2NO5	[M - H]-	0.0	10.0	0.617	C11H21BO6	[M + Cl]-	0.0	11.0	0.231	C11H25N3O	[M + Br]-	0.0	2.0	0.012	C12H17BN4O2	[M + Cl]-	0.0	8.0	0.617	C12H22FNO4S	[M - H]-	0.0	12.0	0.7	C15H15BN3O3	[M - H]-	0.0	12.0	0.68	C14H23BN	[M + Br]-	0.0	1.0	0.0	C15H21NO3S	[M - H]-	0.0	10.0	0.665	C11H18BN4O3P	[M - H]-	0.0	14.0	0.706	C10H16F3N5O2	[M - H]-	0.0	10.0	0.622																																																																																																																																																																																																																												
3690	PoorlyExplained	294.155	C12H25NO7	0.997	12	False	9	10	0.306	C12H25NO7	[M - H]-	0.998	9.0	0.276	C16H25NO2S	[M - H]-	0.002	8.0	0.291	C13H22F3N2O2	[M - H]-	0.0	8.0	0.291	C12H21B3O4	[M + Cl]-	0.0	7.0	0.246	C13H26FNO3S	[M - H]-	0.0	9.0	0.276	C13H29NO2S2	[M - H]-	0.0	8.0	0.291	C12H29N3	[M + Br]-	0.0	2.0	0.018	C12H25BO5	[M + Cl]-	0.0	7.0	0.246	C13H21N5O3	[M - H]-	0.0	7.0	0.15	C11H20F3N5O	[M - H]-	0.0	7.0	0.261	C13H23F2NO4	[M - H]-	0.0	10.0	0.306	C16H19BN3O2	[M - H]-	0.0	10.0	0.306																																																																																																																																																																																																																												
10212	UNKNOWN	295.052	C8H8N8O5	0.505	13	False	4	12	0.99	C8H8N8O5	[M - H]-	0.51	10.0	0.839	C7H12N4O9	[M - H]-	0.162	9.0	0.825	C9H14FN2O6P	[M - H]-	0.112	12.0	0.99	C10H14ClFN2O5	[M - H]-	0.102	12.0	0.99	C12H13N2O5P	[M - H]-	0.092	12.0	0.99	C10H16O8S	[M - H]-	0.013	8.0	0.785	C11H13BNO6P	[M - H]-	0.006	10.0	0.935	C11H12N4O4S	[M - H]-	0.002	12.0	0.99	C12H12BNO5	[M + Cl]-	0.002	8.0	0.908	C7H14F2N2O6	[M + Cl]-	0.002	8.0	0.908	C12H16BNO2	[M + Br]-	0.0	1.0	0.0	C10H18O6P2	[M - H]-	0.0	8.0	0.785	C7H16N6O2	[M + Br]-	0.0	1.0	0.0																																																																																																																																																																																																																							
5491	PoorlyExplained	295.227	C18H32O3	0.999	9	False	1	3	0.176	C18H32O3	[M - H]-	1.0	3.0	0.176	C18H28B2O2	[M - H]-	0.0	3.0	0.176	C14H24B2N6	[M - H]-	0.0	2.0	0.059	C13H32N4O	[M + Cl]-	0.0	1.0	0.0	C16H31F3O	[M - H]-	0.0	3.0	0.137	C14H28N6O	[M - H]-	0.0	3.0	0.133	C13H28B2N4	[M + Cl]-	0.0	1.0	0.0	C19H30F2	[M - H]-	0.0	3.0	0.137	C16H30N3O2	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																											
3053	PoorlyExplained	295.888	C6H3NO6S	0.253	10	False	2	2	0.886	C6H3NO6S	[M + Br]-	0.263	2.0	0.886	C7H7NOS3	[M + Br]-	0.244	2.0	0.886	C8H5Cl2NO2	[M + Br]-	0.208	2.0	0.886	C7H8BrNOS3	[M - H]-	0.048	2.0	0.886	C8H5BrClNO2	[M + Cl]-	0.047	2.0	0.886	C6H7Cl4NO2S	[M - H]-	0.045	2.0	0.886	C6H6Cl3NO2S	[M + Cl]-	0.04	2.0	0.886	C8H6BrCl2NO2	[M - H]-	0.037	2.0	0.886	C7H2Cl3N3O2S	[M - H]-	0.037	2.0	0.886	C6H4INO3S	[M - H]-	0.032	2.0	0.886																																																																																																																																																																																																																																						
1902	UNKNOWN	296.994	C16H6O4	0.593	10	False	9	8	0.979	C10H11ClO6	[M + Cl]-	0.268	8.0	0.979	C10H12Cl2O6	[M - H]-	0.258	8.0	0.979	C16H6O4	[M + Cl]-	0.207	7.0	0.799	C5H10N6O4	[M + Br]-	0.155	8.0	0.979	C9H11O7P	[M + Cl]-	0.089	8.0	0.979	C8H12O8P2	[M - H]-	0.008	8.0	0.979	C10H12F2O3	[M + Br]-	0.006	6.0	0.879	C9H6N4O6S	[M - H]-	0.006	8.0	0.979	C8H10N2O6S	[M + Cl]-	0.002	8.0	0.979	C11H6F4O3	[M + Cl]-	0.001	7.0	0.894																																																																																																																																																																																																																																						
1203	PoorlyExplained	297.045	C9H14O11	0.724	10	False	0	2	0.027	C9H14O11	[M - H]-	0.727	1.0	0.0	C21H10	[M + Cl]-	0.253	1.0	0.0	C9H18N2O4	[M + Br]-	0.008	1.0	0.0	C16H10N2O2	[M + Cl]-	0.004	1.0	0.0	C10H10N4O7	[M - H]-	0.003	1.0	0.0	C11H8F2N4O4	[M - H]-	0.002	2.0	0.027	C14H7FN4O3	[M - H]-	0.001	2.0	0.027	C14H10N4O2S	[M - H]-	0.001	1.0	0.0	C10H14N6	[M + Br]-	0.001	1.0	0.0	C14H15O3P	[M + Cl]-	0.001	1.0	0.0																																																																																																																																																																																																																																						
426	PoorlyExplained	297.046	C9H14O11	0.707	10	False	0	3	1.0	C9H14O11	[M - H]-	0.703	3.0	1.0	C21H10	[M + Cl]-	0.294	2.0	0.645	C9H18N2O4	[M + Br]-	0.001	2.0	0.645	C5H10N8O5	[M + Cl]-	0.001	3.0	1.0	C10H14N6	[M + Br]-	0.001	2.0	0.645	C10H10N4O7	[M - H]-	0.001	3.0	1.0	C10H18O6S2	[M - H]-	0.0	3.0	1.0	C13H11F5	[M + Cl]-	0.0	2.0	0.645	C11H8F2N6	[M + Cl]-	0.0	2.0	0.645	C12H17F3	[M + Br]-	0.0	2.0	0.645																																																																																																																																																																																																																																						
