id	Zod_quality	Zod_precursorMass	Zod_SiriusMF	Zod_SiriusScore	Zod_numberOfCandidates	Zod_hasDummy	Zod_connectedCompounds	Zod_biggestTreeSize	Zod_maxExplainedIntensity	Zod_ZodiacMF	Zod_ZodiacMFIon	Zod_ZodiacScore	Zod_treeSize	Zod_explainedIntensity	Zod_ZodiacMF2	Zod_ZodiacMFIon2	Zod_ZodiacScore2	Zod_treeSize2	Zod_explainedIntensity2	Zod_ZodiacMF3	Zod_ZodiacMFIon3	Zod_ZodiacScore3	Zod_treeSize3	Zod_explainedIntensity3	Zod_ZodiacMF4	Zod_ZodiacMFIon4	Zod_ZodiacScore4	Zod_treeSize4	Zod_explainedIntensity4	Zod_ZodiacMF5	Zod_ZodiacMFIon5	Zod_ZodiacScore5	Zod_treeSize5	Zod_explainedIntensity5	Zod_ZodiacMF6	Zod_ZodiacMFIon6	Zod_ZodiacScore6	Zod_treeSize6	Zod_explainedIntensity6	Zod_ZodiacMF7	Zod_ZodiacMFIon7	Zod_ZodiacScore7	Zod_treeSize7	Zod_explainedIntensity7	Zod_ZodiacMF8	Zod_ZodiacMFIon8	Zod_ZodiacScore8	Zod_treeSize8	Zod_explainedIntensity8	Zod_ZodiacMF9	Zod_ZodiacMFIon9	Zod_ZodiacScore9	Zod_treeSize9	Zod_explainedIntensity9	Zod_ZodiacMF10	Zod_ZodiacMFIon10	Zod_ZodiacScore10	Zod_treeSize10	Zod_explainedIntensity10	Zod_ZodiacMF11	Zod_ZodiacMFIon11	Zod_ZodiacScore11	Zod_treeSize11	Zod_explainedIntensity11	Zod_ZodiacMF12	Zod_ZodiacMFIon12	Zod_ZodiacScore12	Zod_treeSize12	Zod_explainedIntensity12	Zod_ZodiacMF13	Zod_ZodiacMFIon13	Zod_ZodiacScore13	Zod_treeSize13	Zod_explainedIntensity13	Zod_ZodiacMF14	Zod_ZodiacMFIon14	Zod_ZodiacScore14	Zod_treeSize14	Zod_explainedIntensity14	Zod_ZodiacMF15	Zod_ZodiacMFIon15	Zod_ZodiacScore15	Zod_treeSize15	Zod_explainedIntensity15	Zod_ZodiacMF16	Zod_ZodiacMFIon16	Zod_ZodiacScore16	Zod_treeSize16	Zod_explainedIntensity16	Zod_ZodiacMF17	Zod_ZodiacMFIon17	Zod_ZodiacScore17	Zod_treeSize17	Zod_explainedIntensity17	Zod_ZodiacMF18	Zod_ZodiacMFIon18	Zod_ZodiacScore18	Zod_treeSize18	Zod_explainedIntensity18	Zod_ZodiacMF19	Zod_ZodiacMFIon19	Zod_ZodiacScore19	Zod_treeSize19	Zod_explainedIntensity19	Zod_ZodiacMF20	Zod_ZodiacMFIon20	Zod_ZodiacScore20	Zod_treeSize20	Zod_explainedIntensity20	Zod_ZodiacMF21	Zod_ZodiacMFIon21	Zod_ZodiacScore21	Zod_treeSize21	Zod_explainedIntensity21	Zod_ZodiacMF22	Zod_ZodiacMFIon22	Zod_ZodiacScore22	Zod_treeSize22	Zod_explainedIntensity22	Zod_ZodiacMF23	Zod_ZodiacMFIon23	Zod_ZodiacScore23	Zod_treeSize23	Zod_explainedIntensity23	Zod_ZodiacMF24	Zod_ZodiacMFIon24	Zod_ZodiacScore24	Zod_treeSize24	Zod_explainedIntensity24	Zod_ZodiacMF25	Zod_ZodiacMFIon25	Zod_ZodiacScore25	Zod_treeSize25	Zod_explainedIntensity25	Zod_ZodiacMF26	Zod_ZodiacMFIon26	Zod_ZodiacScore26	Zod_treeSize26	Zod_explainedIntensity26	Zod_ZodiacMF27	Zod_ZodiacMFIon27	Zod_ZodiacScore27	Zod_treeSize27	Zod_explainedIntensity27	Zod_ZodiacMF28	Zod_ZodiacMFIon28	Zod_ZodiacScore28	Zod_treeSize28	Zod_explainedIntensity28	Zod_ZodiacMF29	Zod_ZodiacMFIon29	Zod_ZodiacScore29	Zod_treeSize29	Zod_explainedIntensity29	Zod_ZodiacMF30	Zod_ZodiacMFIon30	Zod_ZodiacScore30	Zod_treeSize30	Zod_explainedIntensity30	Zod_ZodiacMF31	Zod_ZodiacMFIon31	Zod_ZodiacScore31	Zod_treeSize31	Zod_explainedIntensity31	Zod_ZodiacMF32	Zod_ZodiacMFIon32	Zod_ZodiacScore32	Zod_treeSize32	Zod_explainedIntensity32	Zod_ZodiacMF33	Zod_ZodiacMFIon33	Zod_ZodiacScore33	Zod_treeSize33	Zod_explainedIntensity33	Zod_ZodiacMF34	Zod_ZodiacMFIon34	Zod_ZodiacScore34	Zod_treeSize34	Zod_explainedIntensity34	Zod_ZodiacMF35	Zod_ZodiacMFIon35	Zod_ZodiacScore35	Zod_treeSize35	Zod_explainedIntensity35	Zod_ZodiacMF36	Zod_ZodiacMFIon36	Zod_ZodiacScore36	Zod_treeSize36	Zod_explainedIntensity36	Zod_ZodiacMF37	Zod_ZodiacMFIon37	Zod_ZodiacScore37	Zod_treeSize37	Zod_explainedIntensity37	Zod_ZodiacMF38	Zod_ZodiacMFIon38	Zod_ZodiacScore38	Zod_treeSize38	Zod_explainedIntensity38	Zod_ZodiacMF39	Zod_ZodiacMFIon39	Zod_ZodiacScore39	Zod_treeSize39	Zod_explainedIntensity39	Zod_ZodiacMF40	Zod_ZodiacMFIon40	Zod_ZodiacScore40	Zod_treeSize40	Zod_explainedIntensity40	Zod_ZodiacMF41	Zod_ZodiacMFIon41	Zod_ZodiacScore41	Zod_treeSize41	Zod_explainedIntensity41	Zod_ZodiacMF42	Zod_ZodiacMFIon42	Zod_ZodiacScore42	Zod_treeSize42	Zod_explainedIntensity42	Zod_ZodiacMF43	Zod_ZodiacMFIon43	Zod_ZodiacScore43	Zod_treeSize43	Zod_explainedIntensity43	Zod_ZodiacMF44	Zod_ZodiacMFIon44	Zod_ZodiacScore44	Zod_treeSize44	Zod_explainedIntensity44	Zod_ZodiacMF45	Zod_ZodiacMFIon45	Zod_ZodiacScore45	Zod_treeSize45	Zod_explainedIntensity45	Zod_ZodiacMF46	Zod_ZodiacMFIon46	Zod_ZodiacScore46	Zod_treeSize46	Zod_explainedIntensity46	Zod_ZodiacMF47	Zod_ZodiacMFIon47	Zod_ZodiacScore47	Zod_treeSize47	Zod_explainedIntensity47	Zod_ZodiacMF48	Zod_ZodiacMFIon48	Zod_ZodiacScore48	Zod_treeSize48	Zod_explainedIntensity48	Zod_ZodiacMF49	Zod_ZodiacMFIon49	Zod_ZodiacScore49	Zod_treeSize49	Zod_explainedIntensity49	Zod_ZodiacMF50	Zod_ZodiacMFIon50	Zod_ZodiacScore50	Zod_treeSize50	Zod_explainedIntensity50	Zod_ZodiacMF51	Zod_ZodiacMFIon51	Zod_ZodiacScore51	Zod_treeSize51	Zod_explainedIntensity51	Zod_ZodiacMF52	Zod_ZodiacMFIon52	Zod_ZodiacScore52	Zod_treeSize52	Zod_explainedIntensity52	Zod_ZodiacMF53	Zod_ZodiacMFIon53	Zod_ZodiacScore53	Zod_treeSize53	Zod_explainedIntensity53	Zod_ZodiacMF54	Zod_ZodiacMFIon54	Zod_ZodiacScore54	Zod_treeSize54	Zod_explainedIntensity54	Zod_ZodiacMF55	Zod_ZodiacMFIon55	Zod_ZodiacScore55	Zod_treeSize55	Zod_explainedIntensity55	Zod_ZodiacMF56	Zod_ZodiacMFIon56	Zod_ZodiacScore56	Zod_treeSize56	Zod_explainedIntensity56
10414	PoorlyExplained	551.344	C30H42F2N8	0.383	35	False	1	2	0.991	C30H42F2N8	[M - H]-	0.383	2.0	0.991	C28H56O6S2	[M - H]-	0.316	2.0	0.991	C40H44N2	[M - H]-	0.232	2.0	0.991	C34H46F2N2O2	[M - H]-	0.056	2.0	0.991	C24H44N10O5	[M - H]-	0.008	2.0	0.991	C27H52O11	[M - H]-	0.002	1.0	0.0	C39H48	[M + Cl]-	0.002	1.0	0.0	C32H56O2	[M + Br]-	0.001	1.0	0.0	C32H45FN4O3	[M - H]-	0.001	2.0	0.991	C31H49FN2O3	[M + Cl]-	0.001	2.0	0.991	C31H54O4P2	[M - H]-	0.0	2.0	0.991	C34H48N2O2	[M + Cl]-	0.0	2.0	0.991	C27H56N2O4	[M + Br]-	0.0	1.0	0.0	C32H57P	[M + Br]-	0.0	1.0	0.0	C23H48N8O5	[M + Cl]-	0.0	2.0	0.991	C33H48BNO3	[M + Cl]-	0.0	2.0	0.991	C37H45FN2O	[M - H]-	0.0	2.0	0.991	C31H47F3N2O3	[M - H]-	0.0	2.0	0.991	C28H60O2P4	[M - H]-	0.0	2.0	0.991	C23H52N8O2	[M + Br]-	0.0	1.0	0.0	C28H48N6O3	[M + Cl]-	0.0	1.0	0.0	C28H48N4O7	[M - H]-	0.0	2.0	0.991	C27H53N2O5P	[M + Cl]-	0.0	2.0	0.991	C25H56N6S	[M + Br]-	0.0	1.0	0.0	C23H48N6O9	[M - H]-	0.0	2.0	0.991	C32H53O3P	[M + Cl]-	0.0	2.0	0.991	C31H52O6S	[M - H]-	0.0	2.0	0.991	C28H54F2N2O	[M + Br]-	0.0	1.0	0.0	C35H44N4O2	[M - H]-	0.0	2.0	0.991	C27H52N2O7	[M + Cl]-	0.0	1.0	0.0	C33H48N2O5	[M - H]-	0.0	2.0	0.991	C29H44N8O3	[M - H]-	0.0	2.0	0.991	C28H50F2N2O4	[M + Cl]-	0.0	2.0	0.991	C25H52N4O7S	[M - H]-	0.0	2.0	0.991	C28H52N6	[M + Br]-	0.0	1.0	0.0																																																																																																									
5741	PoorlyExplained	551.374	C35H52O5	0.568	31	False	0	2	0.87	C35H52O5	[M - H]-	0.581	1.0	0.0	C29H56O7	[M + Cl]-	0.37	1.0	0.0	C30H52N4O3	[M + Cl]-	0.011	2.0	0.87	C26H48N10O	[M + Cl]-	0.006	2.0	0.87	C25H52N6O5	[M + Cl]-	0.005	2.0	0.87	C35H52N2O	[M + Cl]-	0.005	2.0	0.87	C36H48N4O	[M - H]-	0.004	2.0	0.87	C30H52N2O7	[M - H]-	0.003	2.0	0.87	C25H48N10O4	[M - H]-	0.002	2.0	0.87	C31H48N6O3	[M - H]-	0.002	2.0	0.87	C28H51F3N4O	[M + Cl]-	0.002	2.0	0.87	C33H49FN4O2	[M - H]-	0.002	2.0	0.87	C30H48BN5O4	[M - H]-	0.002	2.0	0.87	C33H52N4OS	[M - H]-	0.001	2.0	0.87	C28H60N2O3	[M + Br]-	0.001	1.0	0.0	C36H56S2	[M - H]-	0.001	1.0	0.0	C34H53N2O2P	[M - H]-	0.001	2.0	0.87	C32H53FO6	[M - H]-	0.001	1.0	0.0	C30H56N4	[M + Br]-	0.001	1.0	0.0	C24H52N6O8	[M - H]-	0.001	2.0	0.87	C33H51F3O3	[M - H]-	0.001	1.0	0.0	C29H53N4O4P	[M - H]-	0.001	2.0	0.87	C28H57N2O4P	[M + Cl]-	0.001	2.0	0.87	C30H60O2S2	[M + Cl]-	0.0	1.0	0.0	C35H48B2O4	[M - H]-	0.0	1.0	0.0	C33H56O2S	[M + Cl]-	0.0	1.0	0.0	C34H58Cl2O	[M - H]-	0.0	2.0	0.87	C36H50F2O2	[M - H]-	0.0	1.0	0.0	C29H54F2O7	[M - H]-	0.0	1.0	0.0	C28H57O8P	[M - H]-	0.0	1.0	0.0	C32H56O5S	[M - H]-	0.0	2.0	0.87																																																																																																																													
1963	PoorlyExplained	551.397	C37H56O	0.978	30	False	0	2	0.992	C37H56O	[M + Cl]-	0.981	1.0	0.0	C32H56N2O3	[M + Cl]-	0.013	2.0	0.992	C32H56O7	[M - H]-	0.004	1.0	0.0	C28H52N8O	[M + Cl]-	0.002	2.0	0.992	C30H62ClO4P	[M - H]-	0.0	1.0	0.0	C36H49BFN3	[M - H]-	0.0	2.0	0.992	C35H54BO2	[M + Cl]-	0.0	1.0	0.0	C38H48B2N2	[M - H]-	0.0	1.0	0.0	C31H57ClN4S	[M - H]-	0.0	1.0	0.0	C33H54F2O4	[M - H]-	0.0	1.0	0.0	C32H52B2O6	[M - H]-	0.0	1.0	0.0	C36H57O2P	[M - H]-	0.0	1.0	0.0	C30H53FN4O4	[M - H]-	0.0	2.0	0.992	C32H63Cl3	[M - H]-	0.0	1.0	0.0	C27H56N4O5	[M + Cl]-	0.0	2.0	0.992	C38H52N2O	[M - H]-	0.0	1.0	0.0	C23H52N10O3	[M + Cl]-	0.0	2.0	0.992	C31H60BNO	[M + Br]-	0.0	1.0	0.0	C30H61O4P	[M + Cl]-	0.0	1.0	0.0	C33H52N4O3	[M - H]-	0.0	2.0	0.992	C30H56N4O3S	[M - H]-	0.0	2.0	0.992	C27H48B3N5O5	[M - H]-	0.0	2.0	0.992	C31H56N4S	[M + Cl]-	0.0	1.0	0.0	C32H60N2	[M + Br]-	0.0	1.0	0.0	C36H58P2	[M - H]-	0.0	1.0	0.0	C35H53FN2O2	[M - H]-	0.0	1.0	0.0	C30H65OP	[M + Br]-	0.0	1.0	0.0	C36H56O2S	[M - H]-	0.0	1.0	0.0	C26H56N4O8	[M - H]-	0.0	2.0	0.992	C28H52N6O5	[M - H]-	0.0	2.0	0.992																																																																																																																																		
3622	PoorlyExplained	551.466	C34H64O5	0.976	9	False	0	2	1.0	C34H64O5	[M - H]-	0.975	2.0	1.0	C41H60	[M - H]-	0.018	1.0	0.0	C30H60N6O3	[M - H]-	0.006	2.0	1.0	C34H60B2O4	[M - H]-	0.002	2.0	1.0	C34H64N2O	[M + Cl]-	0.0	2.0	1.0	C33H64N2O2S	[M - H]-	0.0	2.0	1.0	C25H60N10O	[M + Cl]-	0.0	1.0	0.0	C35H60N4O	[M - H]-	0.0	2.0	1.0	C38H61FO	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																											
1778	PoorlyExplained	552.497	C34H67NO4	0.798	5	False	4	3	0.113	C34H67NO4	[M - H]-	0.899	3.0	0.113	C35H67NO	[M + Cl]-	0.062	2.0	0.057	C35H65F2NO	[M - H]-	0.037	2.0	0.057	C35H63N5	[M - H]-	0.002	1.0	0.0	C25H63N11	[M + Cl]-	0.001	1.0	0.0																																																																																																																																																																																																																																																															
3154	PoorlyExplained	553.088	C28H26O7	0.858	40	True	0	5	0.426	C28H26O7	[M + Br]-	0.851	4.0	0.388	C29H22N4O3	[M + Br]-	0.025	5.0	0.426	C25H18N10O	[M + Br]-	0.015	5.0	0.426	C24H22N6O5	[M + Br]-	0.014	5.0	0.426	C34H22N2O	[M + Br]-	0.011	5.0	0.426	not_explainable	[M + ?]-	0.01	-1.0	-1.0	C26H23FN4O4	[M + Br]-	0.007	5.0	0.426	C22H19FN10O2	[M + Br]-	0.006	5.0	0.426	C24H23ClN8O	[M + Br]-	0.006	5.0	0.426	C22H22N10OS	[M + Br]-	0.005	5.0	0.426	C23H22N2O12	[M + Cl]-	0.005	4.0	0.388	C28H27ClN2O3	[M + Br]-	0.004	5.0	0.426	C19H18N14O2	[M + Br]-	0.004	5.0	0.426	C27H21F3N4O	[M + Br]-	0.004	5.0	0.426	C22H26N4O7S3	[M - H]-	0.004	5.0	0.426	C27H27N2O4P	[M + Br]-	0.003	5.0	0.426	C26H26N4O3S	[M + Br]-	0.003	5.0	0.426	C31H23FN2O2	[M + Br]-	0.003	5.0	0.426	C24H22F4N4O2	[M + Br]-	0.003	4.0	0.388	C23H22O16	[M - H]-	0.002	4.0	0.388	C25H27FO8	[M + Br]-	0.002	4.0	0.388	C28H22B2O6	[M + Br]-	0.002	4.0	0.388	C17H26N6O10	[M + Br]-	0.002	5.0	0.426	C26H25F3O5	[M + Br]-	0.002	4.0	0.388	C24H20F2N8O	[M + Br]-	0.002	5.0	0.426	C24H18N6O8	[M + Cl]-	0.002	5.0	0.426	C29H20BF2N3O	[M + Br]-	0.001	5.0	0.426	C19H19ClN10O6	[M + Cl]-	0.001	5.0	0.426	C25H22N4O7S2	[M - H]-	0.001	4.0	0.388	C23H22N8O3S3	[M - H]-	0.001	5.0	0.426	C24H20BF2N5O3	[M + Br]-	0.001	5.0	0.426	C29H18N4O6	[M + Cl]-	0.001	4.0	0.388	C22H17F3N6O6	[M + Cl]-	0.001	4.0	0.388	C18H22N10O5S3	[M - H]-	0.001	5.0	0.426	C23H23ClN4O8	[M + Cl]-	0.001	5.0	0.426	C29H24F2O4	[M + Br]-	0.001	4.0	0.388	C23H24F2N4O5	[M + Br]-	0.001	4.0	0.388	C21H19FN6O9	[M + Cl]-	0.0	4.0	0.388	C28H18N4O7S	[M - H]-	0.0	5.0	0.426	C30H22N2O5S2	[M - H]-	0.0	4.0	0.388																																																																																
5871	PoorlyExplained	554.416	C30H57N3O6	0.442	14	False	12	5	1.0	C29H61NO6	[M + Cl]-	0.963	5.0	1.0	C29H62NO4P	[M + Cl]-	0.016	4.0	0.98	C30H57N3O6	[M - H]-	0.016	3.0	0.967	C31H53BN6	[M + Cl]-	0.001	1.0	0.0	C33H58FNO2	[M + Cl]-	0.001	1.0	0.0	C37H53N3O	[M - H]-	0.001	1.0	0.0	C30H57N5O2	[M + Cl]-	0.001	3.0	0.967	C31H53N7O2	[M - H]-	0.001	3.0	0.974	C33H61NOS	[M + Cl]-	0.001	1.0	0.0	C36H57NO	[M + Cl]-	0.001	1.0	0.0	C34H57N3OS	[M - H]-	0.0	1.0	0.0	C33H56F3NO2	[M - H]-	0.0	1.0	0.0	C35H58NO2P	[M - H]-	0.0	1.0	0.0	C36H53BN2O2	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																		
6492	PoorlyExplained	554.516	C34H69NO4	0.934	3	False	1	3	0.968	C34H69NO4	[M - H]-	0.93	3.0	0.968	C35H65BN2O2	[M - H]-	0.07	3.0	0.968	C35H65N5	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																																																									
189	PoorlyExplained	555.166	C22H32N6O7S2	0.099	33	True	2	4	0.985	C29H32O9S	[M - H]-	0.157	4.0	0.985	C22H32N6O7S2	[M - H]-	0.146	4.0	0.985	C22H40N2O6S4	[M - H]-	0.13	4.0	0.985	C25H36N2O6S3	[M - H]-	0.065	3.0	0.979	C24H32N2O11S	[M - H]-	0.06	3.0	0.979	C25H28N6O7S	[M - H]-	0.057	3.0	0.979	C30H28N4O5S	[M - H]-	0.049	4.0	0.985	C33H32O4S2	[M - H]-	0.049	3.0	0.979	C28H32N2O6S2	[M - H]-	0.037	3.0	0.979	C36H28O4S	[M - H]-	0.037	3.0	0.979	C24H33ClN4O7S	[M - H]-	0.033	4.0	0.985	C19H32N4O13S	[M - H]-	0.03	4.0	0.985	C23H33N4O8PS	[M - H]-	0.028	4.0	0.985	C20H28N8O9S	[M - H]-	0.025	4.0	0.985	C22H29FN6O8S	[M - H]-	0.025	4.0	0.985	C21H38N2O9P2S	[M - H]-	0.025	4.0	0.985	C23H30F2N6O4S2	[M - H]-	0.014	3.0	0.979	C30H33O6P	[M + Cl]-	0.007	4.0	0.985	C26H29N6O4P	[M + Cl]-	0.005	4.0	0.985	not_explainable	[M + ?]-	0.004	-1.0	-1.0	C20H33N4O10P	[M + Cl]-	0.003	3.0	0.979	C21H29N8O6P	[M + Cl]-	0.003	3.0	0.979	C23H38O9P2	[M + Cl]-	0.003	4.0	0.985	C25H33N2O8P	[M + Cl]-	0.003	3.0	0.979	C30H34O4P2	[M + Cl]-	0.003	4.0	0.985	C23H30FN6O5P	[M + Cl]-	0.002	4.0	0.985	C37H32	[M + Br]-	0.001	1.0	0.0	C20H31F2N6O6P	[M + Cl]-	0.001	4.0	0.985	C22H37N2O8PS	[M + Cl]-	0.001	4.0	0.985	C32H29N2O3P	[M + Cl]-	0.001	4.0	0.985	C24H34N2O9P2	[M - H]-	0.001	3.0	0.979	C22H34FN2O9P	[M + Cl]-	0.001	4.0	0.985	C31H31F2O3P	[M + Cl]-	0.0	4.0	0.985																																																																																																																			
2364	PoorlyExplained	555.471	C38H64	0.612	9	False	0	2	0.973	C38H64	[M + Cl]-	0.602	1.0	0.0	C32H64N2O5	[M - H]-	0.374	2.0	0.973	C33H64N2O2	[M + Cl]-	0.008	2.0	0.973	C33H60N6O	[M - H]-	0.006	1.0	0.0	C34H58BF2N3	[M - H]-	0.004	2.0	0.973	C36H64N2S	[M - H]-	0.003	1.0	0.0	C39H60N2	[M - H]-	0.002	1.0	0.0	C33H68N2S2	[M - H]-	0.001	1.0	0.0	C35H68S	[M + Cl]-	0.001	1.0	0.0																																																																																																																																																																																																																																											
4098	PoorlyExplained	556.532	C34H71NO4	0.999	3	False	0	1	0.0	C34H71NO4	[M - H]-	0.999	1.0	0.0	C34H71N3	[M + Cl]-	0.001	1.0	0.0	C40H67B	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																																																																																																									
9040	UNKNOWN	556.952	C22H15Cl5N4O3	0.377	39	True	0	11	0.913	C22H15Cl5N4O3	[M - H]-	0.388	9.0	0.796	C16H20Cl6N4O5	[M - H]-	0.239	9.0	0.796	C18H14Cl2F2N4O4S2	[M + Cl]-	0.122	10.0	0.878	C19H17Cl3N2O7S	[M + Cl]-	0.092	10.0	0.832	C22H14Cl4N4O3	[M + Cl]-	0.053	9.0	0.796	C12H12F6N2O10S2	[M + Cl]-	0.026	9.0	0.842	C22H12Cl4F2N4O3	[M - H]-	0.018	8.0	0.722	C21H17BrCl2N4O3	[M + Cl]-	0.018	9.0	0.796	C18H14ClF3N4O3S3	[M + Cl]-	0.016	10.0	0.878	C10H15ClFN6O12P3	[M - H]-	0.007	11.0	0.913	C21H15ClN2O6S3	[M + Cl]-	0.005	10.0	0.852	C11H17N4O12P3S	[M + Cl]-	0.004	9.0	0.817	C20H13Cl3N6O3S	[M + Cl]-	0.003	8.0	0.722	C10H14FN6O12P3	[M + Cl]-	0.003	11.0	0.913	C9H14FN6O13P3S	[M - H]-	0.002	11.0	0.913	C12H17N2O15P3	[M + Cl]-	0.002	8.0	0.742	C20H16Cl3F3N2O3S2	[M - H]-	0.001	9.0	0.842	C19H12Cl3F3N4O4	[M + Cl]-	0.001	9.0	0.803	C24H13Cl3N4O2S2	[M - H]-	0.001	8.0	0.722	C21H16Cl2N4O2S3	[M + Cl]-	0.001	9.0	0.796	C17H10Cl2F6N2O6	[M + Cl]-	0.001	10.0	0.878	C17H14O15S2	[M + Cl]-	0.001	9.0	0.817	C20H14O14	[M + Br]-	0.0	2.0	0.078	C26H16Cl2O5	[M + Br]-	0.0	4.0	0.198	C20H14N2O9S3	[M + Cl]-	0.0	8.0	0.782	not_explainable	[M + ?]-	0.0	-1.0	-1.0	C15H21Cl3N2O9	[M + Br]-	0.0	5.0	0.288	C19H12BrF5N2O5	[M + Cl]-	0.0	8.0	0.782	C18H20Cl2N2O7S	[M + Br]-	0.0	5.0	0.279	C23H12Cl2N4O5S2	[M - H]-	0.0	9.0	0.803	C21H16BrClN2O7	[M + Cl]-	0.0	7.0	0.7	C21H16Cl2N2O7	[M + Br]-	0.0	4.0	0.198	C15H18N4O8S3	[M + Br]-	0.0	6.0	0.354	C19H15BrN4O7S	[M + Cl]-	0.0	8.0	0.782	C17H13Cl2F5N2O5S	[M + Cl]-	0.0	10.0	0.878	C20H15Cl2F3N2O3S2	[M + Cl]-	0.0	9.0	0.842	C15H10Cl2F6N6O2S	[M + Cl]-	0.0	9.0	0.803	C21H17Cl3N4O3	[M + Br]-	0.0	6.0	0.354	C17H12F6O8S2	[M + Cl]-	0.0	9.0	0.842																																																																																					
1828	UNKNOWN	557.03	C23H18N4O7S3	0.621	32	True	26	18	0.854	C23H18N4O7S3	[M - H]-	0.927	15.0	0.806	C26H22O7S	[M + Br]-	0.03	15.0	0.814	C19H18N4O12S2	[M - H]-	0.021	16.0	0.812	C22H22O11S3	[M - H]-	0.008	18.0	0.834	C23H26O7S2	[M + Br]-	0.008	15.0	0.814	C18H22N2O12S2	[M + Cl]-	0.003	17.0	0.827	C20H22N4O7S4	[M - H]-	0.002	15.0	0.806	C22H18N6O5S	[M + Br]-	0.001	15.0	0.802	C14H18N8O10S2	[M + Cl]-	0.001	16.0	0.812	C19H22N6O5S2	[M + Br]-	0.001	16.0	0.812	C16H18N10O5S4	[M - H]-	0.001	15.0	0.806	C23H23FO8S	[M + Br]-	0.0	15.0	0.814	C17H23N2O13PS2	[M - H]-	0.0	16.0	0.812	C25H19ClN2O7S2	[M - H]-	0.0	16.0	0.81	not_explainable	[M + ?]-	0.0	-1.0	-1.0	C18H26N2O9S2	[M + Br]-	0.0	15.0	0.806	C18H18N8O5S3	[M + Cl]-	0.0	16.0	0.81	C19H18N6O8S2	[M + Cl]-	0.0	17.0	0.827	C25H18N2O7S2	[M + Cl]-	0.0	17.0	0.817	C19H26O12S	[M + Br]-	0.0	15.0	0.817	C22H14N6O8S	[M + Cl]-	0.0	16.0	0.81	C18H18N6O10	[M + Br]-	0.0	13.0	0.763	C21H23ClN4O5S	[M + Br]-	0.0	15.0	0.802	C17H27N4O6PS2	[M + Br]-	0.0	15.0	0.806	C22H23ClN2O7S3	[M - H]-	0.0	17.0	0.854	C22H19N6O4PS3	[M - H]-	0.0	17.0	0.817	C20H23N4O6PS	[M + Br]-	0.0	15.0	0.802	C16H26N6O5S3	[M + Br]-	0.0	16.0	0.813	C30H18O5S2	[M + Cl]-	0.0	16.0	0.812	C22H22O12	[M + Br]-	0.0	13.0	0.729	C16H23N4O11P	[M + Br]-	0.0	17.0	0.819	C22H22N2O7S3	[M + Cl]-	0.0	15.0	0.806																																																																																																																								
5151	PoorlyExplained	558.215	C26H33BN4O7	0.387	35	True	2	5	0.915	C21H33N7O11	[M - H]-	0.829	3.0	0.576	C26H33BN4O7	[M + Cl]-	0.048	4.0	0.679	C22H29N11O7	[M - H]-	0.043	5.0	0.915	C20H37N5O11	[M + Cl]-	0.016	5.0	0.915	C26H33N5O9	[M - H]-	0.015	5.0	0.915	C28H29N7O6	[M - H]-	0.01	4.0	0.679	C22H31F6N5O5	[M - H]-	0.009	5.0	0.915	C30H30FN5O5	[M - H]-	0.009	5.0	0.915	C27H34ClN5O6	[M - H]-	0.006	5.0	0.915	C25H33N7O6S	[M - H]-	0.004	5.0	0.915	C26H34N5O7P	[M - H]-	0.004	5.0	0.915	C25H30FN7O7	[M - H]-	0.002	5.0	0.915	C23H35N4O12	[M - H]-	0.002	5.0	0.915	C24H32F3N5O7	[M - H]-	0.001	5.0	0.915	C26H39Cl2N3O6	[M - H]-	0.001	4.0	0.709	C20H37N3O15	[M - H]-	0.001	2.0	0.371	C23H38N5O7PS	[M - H]-	0.001	5.0	0.915	C24H34FN5O7	[M + Cl]-	0.001	4.0	0.709	C21H33N9O7	[M + Cl]-	0.001	5.0	0.915	C21H37N9O4	[M + Br]-	0.0	4.0	0.709	not_explainable	[M + ?]-	0.0	-1.0	-1.0	C26H38ClN3O6	[M + Cl]-	0.0	4.0	0.709	C24H37N5O6S	[M + Cl]-	0.0	4.0	0.709	C23H29N11O4	[M + Cl]-	0.0	5.0	0.915	C25H30FN9O3	[M + Cl]-	0.0	5.0	0.915	C26H37N7O2	[M + Br]-	0.0	2.0	0.371	C20H41N5O8	[M + Br]-	0.0	2.0	0.371	C28H30ClN9O2	[M - H]-	0.0	5.0	0.915	C29H30BFN4O6	[M - H]-	0.0	4.0	0.679	C29H25N11O2	[M - H]-	0.0	5.0	0.915	C31H26FN9O	[M - H]-	0.0	5.0	0.915	C25H38N3O7P	[M + Cl]-	0.0	4.0	0.709	C27H31F2N5O6	[M - H]-	0.0	4.0	0.709	C24H39N3O8P2	[M - H]-	0.0	4.0	0.709	C28H27F2N9O2	[M - H]-	0.0	5.0	0.915																																																																																																									
