Row_ID	p_volcano|groups|oily-norm	p_volcano|base|sebum	p_volcano|base|skicon
9204	0.025	0.063	0.692
9210	0.906	0.225	0.121
9212	1.032	1.516	0.01
9217	0.339	0.62	0.191
9221	0.746	0.405	0.027
9226	0.126	0.567	0.159
9230	0.01	0.068	1.184
9235	3.36	2.108	0.239
9239	0.345	0.513	0.17
9240	0.194	0.348	1.211
9245	0.043	0.055	0.032
9246	0.114	0.141	1.117
9247	0.42	0.295	0.425
9248	0.822	1.688	0.454
9264	0.734	0.326	1.226
9265	0.397	0.069	1.484
9266	0.07	0.162	0.349
9267	0.061	0.197	0.134
9268	0.582	0.617	0.91
9269	0.255	0.371	0.931
9270	0.508	0.288	0.032
9272	0.191	0.124	0.028
9273	0.103	0.423	1.098
9274	0.269	0.024	1.42
9275	0.105	0.083	0.428
9277	0.086	0.554	0.472
9278	0.062	0.169	0.37
9279	0.029	0.017	0.063
9281	0.353	0.248	0.098
9282	0.226	0.186	0.333
9283	0.198	0.025	0.561
9284	0.148	0.533	0.743
9285	0.105	0.112	0.003
9286	0.327	0.169	1.152
9287	0.002	0.256	0.683
9288	0.181	0.109	0.191
9289	0.053	0.152	0.535
9290	0.474	0.497	0.869
9291	0.59	0.319	0.41
9293	0.125	0.031	0.275
9294	0.2	0.045	0.199
9295	1.102	0.808	0.803
9296	0.018	0.336	0.465
9297	0.037	0.021	0.274
9298	0.199	0.063	0.131
9299	0.916	0.297	0.054
9300	0.309	0.75	0.081
9301	0.989	0.473	1.364
9302	0	0.129	0.458
9303	1.393	1.091	0.113
9304	0.163	0.874	0.375
9305	0.208	0.016	0.41
9306	0.109	0.197	0.528
9307	0.091	0.231	1.092
9308	0.365	0.016	0.58
9309	0.11	0.053	0.367
9310	0.131	0.029	0.131
9311	0.553	0.505	0.102
9312	0.051	0.161	1.055
9313	0.21	0.051	0.179
9315	0.179	0.081	0.345
9316	0.378	0.217	0.162
9317	1.153	1.417	0.214
9318	0.172	0.004	1.382
9319	0.727	1.012	0.236
9320	0.107	0.476	0.442
9322	0.142	0.194	1.733
9323	0.673	0.202	0.243
9324	0.062	0.458	0.021
9325	0.008	0.098	0.523
9330	0.047	0.163	0.385
9331	0.117	0.058	0.026
9332	0.589	0.424	0.747
9333	0.103	0.158	0.205
9334	0.183	0.348	1.064
9335	1.077	0.671	0.51
9336	0.833	0.419	0.724
9337	0.766	0.962	0.135
9338	0.007	0.243	0.217
9340	0.336	0.123	0.483
9341	1.152	0.9	0.673
9342	0.61	0.331	1.214
9344	0.423	0.396	0.801
9345	0.869	0.755	0.383
9346	1.057	1.038	0.042
9347	0.892	0.461	0.341
9348	0.28	0.288	1.487
9349	0.964	0.908	0.396
9352	0.254	0.228	0.561
9353	0.139	0.12	0.176
9354	1.334	0.838	0.032
9355	0.029	0.123	0.263
9356	0.207	0.166	0.606
9359	0.163	0.261	0.447
9360	0.748	0.535	0.874
9361	0.35	0.823	0.285
9362	0.04	0.351	0.059
9363	0.661	0.103	2.062
9364	0.703	0.278	0.275
9365	0.669	1.418	0.897
9366	0.657	0.628	0.715
9367	0.28	1.244	0.693
9368	0.531	0.655	0.317
9369	0.048	0.119	0.612
9370	0.041	0.102	0.188
9372	0.766	0.761	0.1
9373	0.057	0.279	0.4
9374	0.222	0.224	0.136
9375	0.755	0.479	0.125
9376	0.007	0.237	0.806
9378	1.032	0.461	0.168
9380	0.167	0.343	0.105
9382	0.003	0.122	0.331
9384	0.573	0.649	0.388
9385	0.187	0.199	1.805
9387	0.111	0.062	0.483
9388	0.224	0.113	0.312
9389	0.35	0.305	0.52
9390	0.569	0.051	0.9
9392	0.044	0.273	0.868
9394	0.363	0.105	0.122
9395	1.501	0.614	0.662
9396	0.897	0.31	0.048
9397	0.644	0.306	0.038
9398	0.445	0.115	1.087
9400	0.442	0.088	0.126
9402	0.306	0.466	0.141
9403	0.79	0.574	0.367
9404	0.068	0.057	0.518
9405	0.46	0.559	0.936
9406	0.873	0.249	0.18
9407	0.37	0.257	0.03
9408	0.261	0.082	2.107
9409	1.656	1.354	1.646
9410	0.036	0.222	0.479
9411	0.23	0.026	0.171
9414	0.047	0.002	0.337
9415	0.453	0.077	1.826
9416	0.048	0.361	0.544
9417	0.108	0.634	0.877
9418	3.201	3.588	0.597
9419	0.073	0.097	0.356
9423	0.35	0.444	0.291
9424	0.795	0.471	1.791
9425	0.373	0.358	0.105
9426	0.051	0.161	1.087
9427	0.156	0.061	0.357
9428	0.81	0.491	0.589
9429	0.09	0.066	0.338
9432	0.058	0.151	0.399
9434	0.826	0.93	0.227
9435	0.208	0.904	0.392
9438	0.397	0.756	0.312
9439	1.263	1.701	0.078
9444	0.141	0.111	0.426
9445	0.436	0.391	0.312
9446	1.141	0.684	0.207
9447	0.683	1.554	0.129
9448	0.669	0.386	0.237
9449	0.534	0.224	0.156
9450	0.416	0.633	0.301
9454	0.722	0.463	0.292
9456	1.379	2.349	0.297
9457	0.356	1.146	0.523
9459	0.607	0.984	0.37
9460	0.033	0.932	0.342
9461	0.342	0.371	0.26
9462	0.127	0.153	0.019
9463	0.116	0.04	0.322
9464	1.3	1.328	1.308
9465	0.001	0.185	0.054
9466	0.088	0.331	0.083
9467	0.534	0.079	0.346
9468	1.062	0.665	0.851
9469	0.41	0.581	0.565
9472	0.02	0.032	0.335
9474	0.136	0.002	0.412
9475	0.149	0.456	0.599
9477	0.059	0.248	0.327
9478	0.173	0.201	0.534
9479	0.131	0.049	1.535
9481	0.097	0.262	0.368
9483	0.419	1.25	0.247
9487	0.054	0.015	0.216
9489	0.594	0.367	1.395
9490	1.113	0.762	0.684
9492	0.088	0.066	0.032
9494	0.046	0.086	0.021
9495	1.363	0.836	0.644
9496	0.276	0.211	0.998
9497	0.719	1.164	2.051
9498	1.277	1.018	2.406
9499	0.689	0.915	0.551
9500	0.089	0.264	0.491
9503	0.406	0.112	0.723
9505	0.146	0.125	0.11
9507	0.054	0.491	0.568
9508	0.552	0.837	0.971
9509	1.656	1.237	1.078
9510	0.141	0.126	0.45
9512	0.888	0.696	1.16
9513	0.97	1.633	0.078
9514	0.68	1.407	2.326
9515	0.23	0.272	0.111
9516	0.468	0.248	0.011
9517	0.217	0.356	0.194
9518	1.082	1.417	2.83
9520	0.624	0.317	0.554
9521	0.357	0.119	0.328
9522	0.575	0.466	0.083
9523	1.588	1.297	2.215
9524	1.012	0.831	0.014
9525	0.236	0.224	0.193
9526	0.07	0.249	0.227
9529	0.381	0.682	0.156
9530	0.428	0.738	0.94
9533	1.146	1.668	1.008
9534	0.141	0.159	0.364
9535	0.602	0.312	0.142
9537	0.252	0.274	0.178
9540	0.601	0.356	1.034
9541	2.05	1.545	1.264
9542	0.507	0.246	0.364
9543	0.442	0.108	2.01
9544	0.166	0.296	0.771
9545	0.786	0.198	0.537
9548	1.277	0.808	1.379
9549	0.59	0.637	0.074
9550	1.086	1.335	0.956
9551	0.247	0.347	0.439
9552	1.063	1.05	1.228
9553	0.131	0.035	0.743
9554	0.603	0.458	0.502
9555	1.096	1.339	0.36
9556	0.285	0.191	0.09
9558	0.119	0.04	0.405
9559	0.465	0.089	0.577
9560	0.47	0.055	0.431
9562	1.963	1.551	1.385
9564	0.13	0.489	0.546
9565	0.373	0.018	0.073
9566	1.259	1.119	0.541
9567	0.755	1.342	0.02
9569	2.075	1.721	2.248
9570	0.069	0.212	2.549
9571	0.11	0.752	0.118
9572	1.017	0.426	0.669
9573	0.734	0.44	0.505
9574	0.077	0	0.032
9575	0.075	0.685	0.013
9576	0.463	0.028	0.46
9577	0.331	0.111	2.246
9578	0.408	0.24	0.307
9579	0.423	0.019	1.338
9580	0.267	0.142	0.081
9581	1.382	2.606	2.067
9582	0.663	0.874	0.599
9584	0.803	0.382	0.206
9585	0.895	0.509	0.011
9586	0.305	0.321	0.215
9587	1.28	1.129	0.552
9589	1.978	0.796	3.362
9590	0.371	0.059	1.915
9592	0.169	0.037	0.034
9593	0.002	0.453	0.238
9594	0.174	0.365	0.251
9596	1.028	1.357	0.2
9598	0.184	0.427	0.157
9599	0.068	0.236	1.027
9600	0.404	0.475	0.095
9601	0.787	0.448	0.541
9602	0.107	0.012	0.798
9603	0	0.29	0.312
9604	0.032	0.21	0.37
9606	0.262	0.183	0.009
9607	0.119	0.309	0.064
9608	0.155	0.157	0.644
9609	0.276	0.587	0.353
9610	0.473	0.11	0.211
9612	0.78	1.645	0.659
9613	0.677	0.695	0.152
9618	0.097	0.032	0.316
9619	1.037	1.458	0.614
9620	0.563	1.241	0.292
9621	0.546	0.34	1.078
9622	0.278	0.109	0.207
9623	0.672	0.434	2.24
9624	0.21	0.028	1.204
9625	0.055	0.378	0.201
9627	0.104	0.041	0.598
9632	0.245	0.239	0.08
9633	0.304	0.024	0.28
9635	0.239	0.081	0.257
9637	0.581	0.462	0.078
9642	0.277	0.393	0.722
9643	0.801	0.231	0.81
9644	1.77	1.345	1.347
9646	0.922	0.547	0.123
9647	0.374	0.33	1.285
9648	0.093	0.272	0.234
9650	0.159	0.37	0.289
9655	0.031	0.226	0.785
9657	0.026	0.134	0.009
9658	0.657	0.08	0.22
9659	1.361	1.033	0.041
9660	1.021	1.58	0.177
9662	0.26	0.271	0.125
9663	0.014	0.265	0.306
9664	0.362	0.057	1.082
9665	0.584	0.235	0.087
9667	0.125	0.104	0.347
9668	1.435	1.344	0.314
9669	0.809	0.914	1.218
9672	1.13	1.122	0.23
9675	0.756	0.484	0.101
9677	0.923	0.865	0.403
9678	0.43	0.308	0.128
9682	0.305	0.42	1.094
9687	0.059	0.279	0.96
9690	0.116	0.041	0.805
9691	0.139	0.219	0.092
9692	1.314	1.189	0.285
9695	1.391	1.708	1.617
9696	0.318	0.5	0.139
9697	0.013	0.296	0.845
9698	0.971	0.844	0.603
9699	0.226	0.065	0.777
9702	0.216	0.331	0.876
9704	0.082	0.068	0.013
9705	0.033	0.017	0.222
9706	0.242	0.04	0.815
9707	0.039	0.288	0.404
9708	0.731	0.848	0.165
9709	0.494	0.153	0.648
9711	0.495	0.535	0.763
9713	1.21	0.769	0.598
9715	0.445	0.291	0.121
9716	0.29	1.259	1.271
9717	0.761	0.202	1.938
9719	0.682	0.507	0.861
9720	0.048	0.212	0.58
9722	0.86	0.056	0.005
9727	1.227	1.016	0.154
9730	0.269	0.132	1
9733	0.176	0.012	2.395
9738	1.341	1.125	1.318
9739	0.089	0.427	0.329
9740	0.016	0.219	0.084
9742	0.079	0.111	1.046
9743	0.279	0.304	1.882
9744	1.331	1.487	1.148
9745	0.148	0.198	0.545
9746	0.155	0.06	0.729
9749	0.543	0.365	0.04
9751	0.315	0.14	1.096
9754	0.164	0.238	0.102
9757	0.031	0.263	0.602
9758	0.316	0.015	0.591
9760	0.154	0.437	0.153
9761	0.26	0.734	0.122
9762	0.078	0.413	0.387
9763	0.289	0.179	0.023
9764	0.29	0.09	0.136
9765	1.142	0.416	0.318
9767	0.399	0.569	0.397
9768	0.265	0.071	0.606
9769	0.073	0.253	0.538
9770	0.021	0.271	1.15
9771	0.442	0.069	0.357
9772	0.048	0.067	1.8
9773	0.579	0.277	0.34
9774	1.916	2.919	0.01
9775	0.025	0.413	1.026
9776	0.05	0.409	1.042
9777	0.033	0.664	0.054
9778	0.352	0.273	0.529
9779	0.418	0.006	0.478
9781	0.395	0.175	0.296
9782	0.223	0.219	0.832
9783	0.367	0.168	1.067
9784	0.075	0.24	0.369
9785	0.067	0.205	0.48
9786	0.151	0.127	0.285
9787	0.03	0.072	0.533
9788	0.069	0.286	0.164
9789	0.343	0.391	0.691
9790	1.646	0.523	0.686
9791	0.144	0.222	0.194
9792	0.003	0.174	0.351
9794	0.174	0.136	0.203
9795	0.884	0.383	1.099
9796	1.425	1.717	0.939
9797	0.054	0.126	0.017
9800	0.187	0.419	0.072
9801	0.032	0.72	0.156
9802	0.457	0.224	0.123
9804	0.694	1.636	0.321
9805	0.055	0.167	0.627
9807	0.385	0.005	0.191
9809	0.405	0.714	0.519
9810	0.249	0.038	0.114
9811	0.709	0.467	0.221
9812	0.809	0.015	0.589
9813	2.249	1.105	1.292
9815	0.281	0.095	0.528
9816	0.091	0.027	0.088
9817	0.585	0.33	0.677
9819	1.062	0.653	0.016
9820	0.467	0.413	0.724
9821	0.658	0.466	0.986
9822	2.292	1.456	2.627
9823	0.533	0.526	0.016
9825	0.255	0.647	0.175
9832	0.279	0.12	0.52
9854	0.194	0.206	0.03
9856	0.25	0.401	2.256
9858	0.118	0.323	0.355
9864	0.042	0.079	0.804
9865	0.613	1.107	0.03
9866	0.02	0.54	0.687
9869	0.446	0.383	0.16
9870	0.001	0.253	0.011
9871	0.174	0.083	0.912
9872	0.015	0.249	0.621
9873	0.038	0.212	0.271
9875	0.131	0.176	0.721
9877	0.343	0.045	0.219
9879	0.38	0.065	1.116
9880	0.881	0.668	0.19
9881	0.875	0.68	0.306
9882	0.443	0.885	0.42
9883	0.752	0.202	0.225
9885	0.232	1.076	0.162
9888	0.233	0.485	0.517
9889	0.509	0.118	0.264
9890	0.473	0.304	0.217
9891	0.55	0.709	1.173
9892	1.752	0.597	2.084
9893	0.456	1.413	0.057
9895	1.137	0.281	1.029
9897	1.793	2.977	1.067
9900	0.553	0.61	0.113
9903	1.061	0.847	0.505
9904	0.097	0.56	0.037
9905	0.5	0.179	0.115
9907	0.695	1.481	1.192
9908	0.864	0.47	0.265
9910	0.299	0.226	0.008
9913	0.129	0.096	0.838
9914	0.101	0.279	0.18
9916	0.51	0.481	0.886
9917	0.144	0.052	0.739
9918	0.856	1.149	0.274
9919	0.194	0.173	0.192
9920	0.162	0.048	0.539
9921	0.346	0.07	0.105
9922	0.161	0.001	0.458
9923	0.882	0.983	0.474
9924	0.143	0.415	0.218
9925	0.104	0.605	0.048
9926	0.431	0.039	0.026
9927	0.272	0.953	0.13
9928	0.004	0.095	0.138
9929	0.289	0.516	0.959
9930	0.279	0.188	0.305
9931	1.285	1.006	0.307
9932	0.59	1.668	1.029
9933	0.529	1.398	0.433
9934	0.317	1.433	0.534
9935	0.297	0.064	0.069
9936	0.818	1.363	0.154
9938	0.533	0.519	0.295
9940	1.73	2.258	0.563
9941	0.036	0.159	0.193
9942	0.058	0.145	0.245
9943	1.299	1.899	0.242
9944	0.845	1.494	0.168
9947	0.756	0.662	0.894
9948	0.553	0.472	0.586
9949	0.248	0.246	0.151
9950	0.221	0.348	0.889
9951	0.356	0.651	0.51
9953	0.525	0.274	0.011
9954	0.057	0.134	0.122
9955	0.253	0.845	0.75
9956	0.904	1.351	0.104
9957	0.159	0.465	0.383
9958	0.615	0.648	0.291
9959	0.6	0.519	0.26
9960	0.838	0.671	0.14
9965	1.338	1.875	0.861
9966	0.316	0.124	0.316
9969	0.033	0.099	0.041
9970	0.343	0.413	1.047
9971	0.623	0.238	0.138
9973	0.616	0.345	0.29
9974	0.478	0.134	0.446
9975	0.301	0.481	0.687
9976	0.31	0.321	0.269
9977	0.29	0.964	0.844
9978	0.796	0.067	0.113
9979	0.738	1.306	0.175
9980	0.39	0.564	0.841
9981	0.759	0.361	0.043
9982	0.104	0.473	0.405
9983	0.165	0.584	0.532
9984	0.007	0.028	0.076
9985	0.017	0.046	0.06
9986	0.067	0.013	0.296
9987	0.596	0.622	0.254
9988	0.133	0.47	0.064
9989	0.476	0.765	0
9990	0.797	1.003	0.957
9993	1.764	0.463	1.513
9994	0.366	0.008	0.464
9996	2.161	3.322	2.037
9997	0.086	0.245	0.165
9998	0.245	0.099	1.091
9999	0.901	0.431	0.069
10000	0.469	0.69	0.22
10001	0.163	0.121	0.962
10002	0.282	0.086	0.431
10003	0.608	1.212	0.023
10004	1.173	0.637	1.518
10005	0.052	0.172	0.476
10008	0.484	1.266	0.322
10009	0.098	0.296	0.082
10010	0.029	0.129	0.768
10011	0.016	0.069	0.469
10012	0.699	1.877	1.224
10013	0.046	0.501	1.276
10016	0.949	1.948	0.042
10020	0.642	0.477	1.181
10021	0.24	0.222	0.867
10023	0.334	0.207	0.386
10024	0.222	0.317	0.38
10025	0.323	0.125	0.19
10027	0.042	1.136	0.165
10028	0.53	0.797	0.018
10029	0.857	0.671	0.283
10032	0.248	0.494	0.198
10034	1.497	0.345	2.375
10035	0.028	0.131	0.372
10037	0.41	0.196	0.578
10038	0.284	0.703	0.312
10044	1.391	0.659	0.023
10047	0.047	0.665	0.208
10049	0.044	0.669	0.543
10050	0.489	0.037	1.672
10051	0.031	0.244	0.088
10052	0.201	NaN	NaN
10053	0.174	0.317	0.413
10054	0.317	0.915	1.355
10055	0.171	0.608	2.003
10056	0.049	0.262	0.356
10057	0.009	0.029	0.205
10058	0.373	0.343	1.184
10059	0.068	0.277	1.886
10060	0.212	0.544	0.053
10063	0.311	0.288	0.458
10064	0.331	0.693	0.495
10065	0.886	0.392	0.083
10069	0.522	1.074	0.679
10071	1.149	0.554	0.536
10074	1.309	1.38	0.626
10077	0.221	0.012	1.156
10078	0.2	0.029	0.128
10080	0.417	1.118	0.993
10084	0.328	0.276	0.265
10086	0.489	0.517	0.402
10087	1.122	0.839	1.461
10093	0.553	0.195	1.891
10098	1.455	1.066	1.138
10102	0.271	0.622	0.024
10104	0.034	0.276	0.51
10106	0.18	0.666	0.486
10107	0.73	0.689	0.923
10108	0.171	1.394	0.709
10109	0.34	0.374	0.821
10111	0.055	0.254	0.768
10112	1.768	1.939	0.042
10113	0.593	0.356	0.733
10116	0.358	0.025	0.25
10117	0.013	0.14	0.79
10119	0.58	0.571	0.845
10120	0.285	0.426	0.057
10121	2.57	1.075	0.383
10122	0.113	0.017	0.019
10132	0.914	0.755	1.009
10135	0.173	0.278	0.288
10136	0.115	0.125	0.111
10137	0.287	0.324	0.892
10138	0.123	0.018	0.268
10139	0.16	0.119	0.235
10140	0.537	0.675	0.938
10142	0.154	0.381	0.119
10144	0.316	0.672	0.464
10145	0.007	0.517	0.079
10149	0.29	0.04	0.63
10150	1.698	0.956	0.606
10162	0.262	0.056	1.698
10165	1.417	1.665	0.008
10166	0.09	0.043	2.228
10167	0.238	0.172	0.003
10168	1.728	0.324	0.548
10169	0.264	0.005	1.842
10170	0.963	0.999	0.507
10171	0.312	0.636	0.043
10173	0.193	0.172	0.166
10174	0.169	0.204	1.07
10175	0.036	0.263	0.797
10176	0.073	0.458	0.176
10177	0.604	0.7	1.097
10178	1.456	0.938	0.949
10179	0.304	0.778	0.787
10180	1.329	1.213	0.088
10182	0.22	0.643	0.379
10183	0.334	0.1	0.071
10185	0.024	0.34	0.691
10187	0.092	0.388	0.613
10188	0.159	0.121	1.495
10191	0.581	0.337	0.37
10192	0.099	0.331	0.009
10193	0.374	0.073	0.002
10194	0.101	0.429	1.054
10195	0.261	0.766	0.693
10196	0.36	0.451	0.472
10198	0.167	0.185	0.939
10199	0.124	0.199	0.104
10200	0.169	0.092	0.223
10201	0.725	0.023	1.35
10202	0.87	0.501	0.894
10203	0.14	0.248	0.679
10204	0.223	0.112	0.049
10205	0.323	0.158	0.547
10207	0.122	0.383	0.51
10208	0.486	0.126	0.038
10209	0.317	1.941	0.334
10210	0.054	0.269	0.068
10211	0.473	0.272	1.288
10212	0.158	0.171	0.074
10214	0.226	0.224	0.728
10215	0.448	0.217	0.268
10218	0.775	0.763	0.405
10219	0.196	0.054	0.466
10220	0.335	0.373	1.302
10221	0.212	0.127	1.631
10222	0.087	0.062	0.281
10223	0.12	0.203	0.551
10224	0.114	0.293	0.134
10225	0.053	0.445	0.09
10226	0.3	0.046	1.529
10227	0.142	0.213	1.146
10228	0.271	0	0.255
10230	0.966	0.588	0.167
10231	1.575	1.069	0.345
10232	0.516	0.368	0.775
10233	0.259	0.057	0.14
10234	0.242	0.104	0.19
10235	0.334	0.913	0.987
10236	0.237	0.417	0.032
10237	0.501	0.709	0.594
10238	0.216	0.042	0.261
10240	0.147	0.04	0.097
10243	0.301	0.045	0.775
10244	0.698	0.2	0.657
10245	0.01	0.235	0.143
10246	0.434	0.111	0.202
10247	0.224	0.263	0.37
10248	0.41	0.436	0.314
10249	0.082	0.285	0.682
10250	0.031	0.171	0.829
10252	0.044	0.527	0.272
10253	2.2	1.478	3.011
10254	0.186	0.081	0.233
10255	0.264	0.117	0.352
10256	0.449	0.015	0.584
10259	0.449	0.403	0.204
10263	0.704	0.676	0.141
10265	0.168	0.437	0.293
10266	0.772	1.445	1.152
10268	0.648	0.063	0.89
10269	0.333	0.281	0.748
10270	0.009	0.048	2.066
10271	0.229	0.626	1.485
10272	0.616	0.34	0.372
10273	0.479	0.06	0.647
10274	0.173	0.053	0.783
10275	2.198	1.582	3.137
10276	1.531	1.472	0.39
10277	0.473	0.023	0.178
10279	1.155	1.087	0.161
10280	0.883	0.993	1.588
10281	1.156	2.515	1.29
10289	0.078	0.068	0.488
10292	0.132	0.011	0.868
10293	0.309	0.124	0.094
10294	0.108	0.128	1.342
10295	1.612	1.383	0.324
10296	0.421	0.11	0.38
10297	0.451	0.419	0.923
10298	0.338	0.381	0.204
10299	0.104	0.215	0.626
10301	2.448	1.871	0.38
10302	0.641	1.253	0.824
10303	0.385	0.378	0.033
10304	0.422	0.141	0.541
10306	1.953	2.313	0.191
10307	1.505	1.187	0.064
10308	2.719	2.015	0.036
10309	1.143	1.151	0.728
10311	0.763	1.013	0.443
10313	1.079	0.858	0.363
10314	0.018	0.062	0.135
10316	0.533	0.046	0.528
10317	0.449	0.1	0.375
10318	0.06	0.319	0.409
10319	0.429	0.227	0.166
10320	1.208	0.459	0.1
10321	0.241	0.245	1.002
10322	0.01	0.02	0.475
10323	0.496	0.229	0.23
10324	0.103	0.296	0.754
10325	0.254	0.2	0.158
10327	0.586	0.058	0.67
10328	0.037	0.099	0.047
10330	0.147	0.022	1.185
10331	0.576	0.17	0.102
10332	0.593	1.052	1.885
10334	0.467	0.831	0.473
10336	0.056	0.376	1.559
10338	0.965	1.872	0.421
10339	0.195	0.012	0.197
10340	0.466	1.421	0.305
10341	0.751	1.026	0.963
10342	1.514	0.651	0.676
10343	0.203	0.681	0.585
10345	1.542	2.427	1.161
10346	0.108	0.028	0.138
10347	0.419	0.173	0.913
10348	0.082	0.101	0.611
10349	0.14	0.54	0.21
10350	1.151	0.878	0.431
10351	0.256	0.119	1.504
10352	0.076	0.109	0.759
10354	0.492	0.176	0.133
10356	0.847	1.017	1.122
10357	0.873	1.084	0.28
10358	0.558	0.356	0.413
10359	1.63	1.462	1.259
10360	1.169	1.053	0.078
10361	1.657	1.28	0.867
10362	0.127	0.123	0.002
10363	0.172	0.588	1.175
10364	0.137	0.041	1.469
10366	1.11	0.777	0.133
10367	0.196	0.158	1.205
10368	0.604	0.711	0.078
10369	1.72	1.153	0.583
10372	0.532	0.14	2.967
10373	0.225	0.406	1.326
10374	0.281	0.204	0.013
10375	0.948	0.126	0.863
10377	0.215	0.348	0.34
10382	0.727	0.462	0.132
10385	0.509	0.832	0.234
10387	0.055	0.035	0.333
10390	0.273	0.341	0.285
10393	1.028	0.502	0.149
10394	0.326	0.241	0.717
10396	1.628	1.484	2.191
10397	0.657	0.846	0.361
10401	0.446	0.719	0.031
10402	0.141	0.185	0.112
10403	0.148	0.348	0.109
10408	0.673	0.268	1.531
10409	0.48	0.389	0.072
10412	0.211	0.462	0.166
10413	0.616	1.048	0.177
10414	0.27	0.567	0.099
10415	0.373	1.097	0.559
10417	0.162	0.735	0.51
10419	0.674	0.716	0.258
10420	0.985	1.612	0.165
10421	0.473	1.244	0.897
10422	0.006	0.692	0.654
10424	0.76	0.861	0.131
10425	0.505	1.298	0.006
10427	0.109	0.336	0.388
10429	0.158	0.362	0.08
10430	0.367	0.836	0.022
10431	0.102	0.11	1.633
10432	0.663	1.898	0.762
10433	0.005	0.356	0.019
10434	0.51	0.13	0.606
10436	0.818	1.786	0.575
10437	0.274	0.051	0.064
10439	0.668	1.039	0.158
10440	0.02	0.286	0.015
10441	0.599	1.752	0.606
10442	0.057	0.048	0.267
10443	0.503	1.423	0.108
10444	0.021	0.531	0.017
10445	0.232	0.596	0.077
10446	0.055	0.003	0.057
10447	0.748	1.476	0.184
10448	0.005	0.136	0.736
10451	0.701	0.928	0.862
10452	1.578	2.375	0.906
10453	0.064	0.234	0.377
10454	0.997	0.632	0.248
10455	0.164	0.226	0.271
10456	0.383	0.38	0.005
10458	0.457	0.953	0.127
10459	1.328	1.332	0.099
10460	0.384	0.606	0.07
10461	1.27	0.694	0.66
10462	0.419	0.103	0.346
10463	0.779	0.951	0.045
10464	0.632	0.953	0.609
10465	0.69	0.179	0.16
10466	0.421	0.767	0.005
10468	1.186	2.127	0.346
10470	0.254	0.368	1.352
10471	0.587	1.602	0.264
10472	0.202	0.298	0.095
10473	1.723	2.171	0.11
10476	0.099	0.213	0.326
10479	0.576	0.746	0.268
10480	0.065	0.122	0.642
10482	0.012	0.358	0.316
10486	0.014	0.148	1.096
10489	0.283	0.304	0.329
10490	0.474	1.242	0.463
10491	0.702	0.053	2.438
10492	0.209	0.304	0.694
10493	0.275	0.1	0.297
10495	0.148	0.133	0.341
10496	0.325	0.81	0.026
10497	0.348	0.387	1.745
10500	0.223	0.123	0.276
10501	0.913	1.092	0.173
10503	0.003	0.106	0.006
10504	0.291	0.535	0.479
10509	0.445	0.551	0.18
10510	0.158	0.008	0.022
10511	1.363	1.295	0.676
10514	0.15	0.12	0.438
10516	0.594	0.312	0.048
10519	0.512	0.666	0.262
10520	1.244	1.192	0.386
10521	0.124	0.007	0
10524	0.109	0.176	0.637
10526	0.134	0.098	0.03
10528	0.276	0.267	0.105
10531	0.905	0.94	0.286
10532	0.032	0.155	0.335
10533	1.25	0.431	0.027
10535	1.22	1.248	1.326
10536	1.06	0.878	0.913
10538	0.629	1.59	0.083
10539	0.576	1.314	0.522
10540	0.148	0.36	0.138
10543	0.069	0.272	0.452
10544	0.438	0.008	0.653
10545	0.2	0.934	0.012
10546	0.427	0.724	0.443
10547	1.571	1.294	0.662
10549	0.095	0.146	0.071
10551	0.107	0.676	0.072
10552	0.148	0.554	0.216
10553	0.324	0.168	0.251
10554	0.074	0.378	0.389
10555	0.719	0.945	0.182
10558	0.219	0.354	0.219
10559	0.103	0.2	0.255
10560	0.48	0.506	1.915
10561	0.712	0.599	0.651
10562	0.674	0.531	0.329
10563	0.429	0.413	0.415
10565	0.244	0.393	0.057
10566	0.333	0.152	0.044
10567	0.562	0.549	0.767
10568	0.741	0.086	0.005
10569	0.163	0.217	1.364
10570	0.259	0.158	0.401
10571	0.59	0.702	0.679
10572	0.151	0.023	0.977
10574	0.168	0.016	0.201
10575	0.537	0.718	0.893
10576	0.258	0.357	0.362
10578	0.016	0.078	1.129
10579	1.314	0.749	1.07
10580	0.005	0.157	0.044
10581	0.49	0.379	1.13
10583	0.886	0.554	0.684
10586	0.35	0.069	0.434
10587	0.04	0.078	0.243
10589	0.197	0.229	0.569
10590	0.097	0.3	0.122
10591	0.294	0.494	0.42
10593	0.332	0.106	0.626
10595	0.064	0.647	0.244
10596	1.396	0.559	0.061
10598	0.298	0.73	0.018
10599	0.2	0.201	0.037
10600	0.493	1.072	0.754
10601	0.418	0.234	0.242
10602	0.462	0.636	0.954
10603	1.223	0.928	1.788
10604	0.292	0.253	0.537
10605	0.337	0.11	0.273
10606	0.406	1.098	1.058
10607	0.232	0.165	0.189
10608	0.738	0.503	0.647
10610	0.121	0.078	0.711
10611	0.145	0.106	0.18
10612	0.103	0.44	0.17
10613	0.542	0.517	0.151
10615	0.454	0.569	0.592
10616	0.141	0.003	0.042
10617	0.644	0.817	0.045
10618	0.528	0.748	0.114
10619	0.635	0.53	0.641
10622	0.225	0.131	0.12
10624	0.323	0.233	0.887
10626	0.172	0.049	0.332
10627	0.307	0.295	0.44
10632	0.352	0.445	0.125
10633	0.37	0.54	0.903
10634	0.532	0.214	0.316
