Row_ID	p_volcano|groups|oily-norm	p_volcano|base|sebum	p_volcano|base|skicon
4976	0.67	0.562	0.756
4977	2.444	1.932	0.552
4978	1.582	1.177	1.079
4979	0.658	0.45	0.462
4980	0.259	0.115	2.107
4981	0.585	0.571	0.786
4982	0.398	0.124	0.114
4983	0.17	0.108	0.741
4984	0.97	0.204	0.029
4985	0.562	0.308	0.165
4986	0.806	0.497	0.317
4987	0.112	0.082	0.077
4989	0.077	0.039	1.979
4990	0.809	0.416	0.682
4991	0.572	0.434	0.373
4992	0.432	0.245	0.765
4993	0.851	0.697	0.12
4995	0.701	0.06	0.174
4996	1.47	1.164	0.943
4997	0.153	0.259	0.139
4998	0.865	0.166	1.689
4999	0.507	0.561	1.386
5000	1.05	0.7	0.698
5001	0.114	0.278	0.078
5002	1.27	1.133	0.07
5003	1.619	1.527	2.239
5004	1.996	1.178	1.426
5005	0.019	0.089	0.07
5006	0.486	0.793	0.19
5007	0.924	1.025	1.129
5008	0.526	0.319	0.108
5009	0.264	0.444	0.454
5011	0.709	0.687	1.585
5013	0.686	0.013	3.272
5014	1.72	0.655	2.725
5015	0.032	0.044	0.101
5016	0.409	0.422	0.038
5017	0.16	0.385	0.161
5018	0.1	0.103	0.141
5019	0.157	0.133	0.019
5020	0.769	0.227	0.679
5022	1.31	0.934	2.847
5023	0.936	0.857	0.985
5024	0.157	0.056	0.057
5025	0.059	0.955	0.699
5027	0.061	0.139	0.883
5028	0.177	0.231	0.717
5030	0.421	0.268	1.699
5031	0.819	0.141	0.868
5033	0.581	0.068	0.158
5034	1.061	0.028	0.699
5035	0.362	0.215	0.095
5036	0.08	0.172	0.076
5037	0.152	0.219	0.169
5038	0.102	0.601	1.179
5039	1.552	0.327	0.498
5041	0.697	0.854	0.297
5042	1.537	0.833	2.844
5043	0.584	0.272	3.051
5044	0.002	0.377	2.644
5045	0.863	0.082	3.991
5046	0.501	0.528	0.063
5047	0.246	0.241	0.545
5048	0.751	0.426	0.034
5050	0.228	0.437	0.141
5051	0.442	0.256	0.45
5052	0.113	0.493	0.153
5053	0.627	0.351	0.773
5054	0.52	1.016	0.47
5055	0.21	0.026	0.179
5056	0.624	0.285	0.656
5057	0.984	0.481	1.325
5058	0.155	0.309	0.617
5059	0.507	0.106	0.338
5060	0.284	0.389	0.036
5061	1.042	1.021	4.024
5062	2.035	1.328	2.82
5063	0.007	0.125	0.133
5065	0.544	0.031	0.575
5066	2.082	1.64	0.088
5067	0.805	0.584	0.192
5068	0.209	0.663	0.26
5069	1.924	0.815	0.09
5070	0.238	0.11	0.845
5071	0.257	0.263	0.55
5072	0.329	0.101	3.165
5073	0.011	0.319	1.026
5074	0.264	0.27	0.973
5075	0.53	0.226	2.185
5076	0.656	1.387	0.59
5077	0.581	0.214	0.68
5078	0.669	0.19	0.851
5079	0.22	0.201	0.616
5080	0.735	0.296	0.513
5081	1.36	0.635	1.002
5082	0.071	0.206	0.242
5083	0.493	0.952	0.177
5084	0.09	0.111	0.72
5085	0.325	0.324	0.336
5086	0.122	0.469	1.111
5087	1.381	0.934	2.898
5088	0.696	0.389	2.216
5089	0.237	0.181	0.551
5090	0.671	0.132	2.752
5091	0.372	0.701	0.719
5092	0.649	0.283	2.186
5093	0.418	0.128	0.433
5094	0.354	0.354	1.842
5095	0.746	0.51	0.597
5096	0.496	0.153	0.621
5098	0.466	0.233	0.647
5099	2.57	1.593	3.516
5100	0.566	0.173	0.839
5101	0.309	0.143	0.391
5102	0.429	0.841	0.456
5103	0.552	0.395	1.076
5104	1.828	0.896	1.434
5105	0.141	0.08	0.727
5106	0.043	0.23	0.04
5107	0.023	0.241	0.783
5108	0.133	0.087	0.638
5110	0.858	0.083	0.997
5111	0.091	0.496	0.513
5112	0.137	0.027	0.432
5116	0.318	0.256	0.387
5117	0.175	0.181	1.761
5118	0.367	0.164	0.26
5119	0.039	0.171	0.254
5120	0.528	0.288	0.479
5121	0.793	0.509	1.451
5122	0.31	0.109	1.113
5124	1.09	0.259	1.279
5127	0.985	0.671	0.05
5128	0.291	0.626	0.498
5129	0.813	0.419	0.738
5130	1.402	0.336	3.119
5131	0.001	0.219	1.412
5132	0.406	0.199	1.02
5133	0.32	0.169	1.165
5134	0.137	0.102	0.072
5136	0.616	0.444	1.64
5137	0.201	0.257	0.067
5138	0.352	0.437	0.155
5139	0.218	0.155	0.238
5140	0.138	0.259	0.199
5141	0.523	0.328	1.222
5142	0.677	0.134	2.016
5144	0.151	0.085	0.024
5145	0.012	0.126	0.144
5146	0.987	0.106	3.596
5147	0.002	0.107	0.674
5148	0.283	0.299	0.901
5150	0.27	0.362	0.073
5151	0.466	0.445	2.3
5153	0.304	0.102	0.03
5154	1.798	2.209	0.337
5155	0.151	1.021	0.348
5156	0.103	0.595	0.451
5157	0.231	0.005	0.277
5158	0.179	0.463	0.113
5159	0.353	0.142	0.221
5160	0.434	0.383	0.716
5161	0.377	0.353	0.877
5163	0.702	0.229	0.213
5165	0.401	0.101	2.94
5166	0.149	0.065	0.125
5167	0.074	0.278	0.091
5170	1.959	1.136	0.843
5171	0.611	0.702	0.118
5172	1.055	0.34	0.663
5173	0.401	0.04	0.198
5174	0.405	0.265	0.186
5175	0.325	0.004	1.464
5176	1.272	1.077	2.57
5177	0.239	0.166	0.489
5179	0.135	0.613	0.675
5180	0.225	0.011	0.08
5181	0.095	0.017	0.394
5182	1.046	1.625	0.195
5183	0.008	0.308	0.072
5185	1.009	0.567	1.205
5186	0.161	0.031	0.158
5187	0.533	0.189	0.937
5189	0.714	0.39	1.245
5190	0.44	0.38	0.254
5191	0.017	0.06	0.476
5192	0.077	0.051	0.296
5194	0.052	0.023	0.842
5195	0.387	0.335	0.92
5196	0.093	1.004	0.351
5197	0.401	1.273	0.198
5198	0.153	0.041	0.145
5201	0.269	0.224	1.016
5203	0.346	0.091	0.665
5204	0.639	0.5	0.018
5205	1.931	1.8	1.508
5207	0.933	0.417	0.016
5208	0.66	0.32	1.085
5210	0.538	1.589	0.268
5211	2.292	0.643	0.829
5212	1.38	0.11	0.749
5213	0.566	0.265	0.687
5215	0.003	0.072	0.627
5216	1.012	0.231	1.822
5217	0.171	0.272	0
5218	0.676	0.742	0.362
5219	0.948	0.206	4.539
5221	0.887	0.987	0.429
5222	0.12	0.342	1.318
5223	1.203	0.643	0.862
5225	0.63	0.306	0.994
5226	0.259	0.191	0.782
5227	0.494	0.418	0.372
5228	0.293	0.132	0.154
5229	0.461	0.087	0.329
5230	0.16	0.24	1.534
5231	0.109	1.107	2.174
5233	0.032	0.068	0.807
5234	0.311	0.147	1.034
5236	0.437	0.223	0.049
5237	0.315	0.403	0.053
5238	0.671	0.643	1.311
5242	0.431	0.287	0.127
5243	0.58	0.324	0.933
5244	0.304	0.056	1.241
5245	0.606	0.266	0.754
5246	1.148	0.596	1.214
5247	0.495	1.314	0.986
5249	0.327	1.238	1.101
5250	3.509	1.929	1.424
5251	0.76	0.948	0.939
5252	0.235	0.403	0.479
5253	0.874	0.198	1.01
5254	0.699	0.194	0.934
5255	0.264	0.087	1.095
5256	0.425	0.411	0.527
5257	1.333	0.305	2.125
5258	0.774	0.766	0.064
5259	0.858	0.602	0.217
5260	0.711	1.022	1.761
5261	1.206	0.54	1.432
5262	1.813	1.005	1.626
5263	0.989	0.265	1.342
5264	0.998	0.717	0.113
5265	0.475	0.327	0.843
5266	1.452	1.196	2.958
5267	0.84	0.441	3.504
5268	0.222	0.228	0.079
5269	1.348	0.389	1.49
5270	0.682	1.345	0.331
5271	0.709	0.203	0.41
5272	0.643	0.546	0.432
5273	0.231	0.26	0.982
5275	1.175	0.529	1.825
5276	0.158	0.318	1.792
5277	0.859	2.006	0.029
5278	0.308	0.023	0.306
5279	0.184	0.065	0.056
5280	0.284	0.036	1.12
5281	1.602	0.842	0.808
5284	0.495	0.847	0.084
5285	0.16	0.373	0.998
5286	0.765	0.306	0.064
5287	0.136	0.338	0.324
5288	0.989	1.438	0.534
5289	1.292	0.981	0.078
5290	0.378	0.105	0.693
5291	0.149	0.162	0.764
5293	0.202	0.016	0.649
5294	0.837	0.955	0.594
5295	0.517	0.736	0.127
5296	0.724	0.811	0.03
5298	0.211	0.028	1.023
5299	0.671	0.264	0.356
5300	0.32	0.423	1.536
5301	1.899	1.694	1.335
5302	0.111	0.147	0.902
5304	0.41	0.71	0.068
5305	0.019	0.083	0.783
5306	0.332	0.471	0.334
5307	0.473	0.119	0.902
5308	0.812	1.186	1.4
5309	0.306	0.231	1.289
5310	0.867	1.08	0.098
5311	0.05	0.069	0.782
5312	0.659	0.776	0.515
5314	0.117	0.124	1.169
5315	1.238	0.834	1.445
5316	0.01	0.315	0.905
5319	0.305	1.563	0.907
5321	0.13	0.127	0.319
5323	0.099	0.325	0.392
5324	0.352	0.168	0.805
5325	0.923	0.34	1.144
5326	0.662	0.179	0.429
5327	0.621	0.238	0.467
5328	1.814	0.685	2.072
5329	0.073	0.032	0.799
5330	1.219	0.557	1.923
5331	1.493	0.835	2.355
5335	0.349	0.032	0.676
5336	0.368	0.269	0.163
5337	0.239	0.149	0.12
5338	0.291	0.318	0.245
5339	0.004	0.146	0.791
5340	0.433	0.442	0.174
5342	0.186	0.071	0.608
5343	0.423	0.012	0.327
5345	2.223	1.463	3.478
5346	0.608	0.724	0.748
5348	0.26	0.106	0.699
5349	0.18	0.211	0.608
5350	0.94	2.469	0.211
5351	1.654	1.69	0.651
5352	0.121	0.404	0.458
5354	0.384	0.454	0.603
5355	1.653	0.996	1.549
5356	0.74	0.668	0.358
5357	0.284	0.025	0.345
5360	0.2	0.091	0.409
5362	0.106	0.042	0.236
5363	0.696	0.814	0.357
5364	1.666	1.332	0.527
5365	0.329	0.193	0.237
5366	0.417	0.122	0.425
5367	0.629	0.989	1.682
5369	0.41	0.541	1.198
5371	0.019	0.208	0.212
5373	0.255	0.257	1.504
5374	0.153	0.094	0.264
5375	0.017	0.285	1.511
5376	0.678	1.02	0.426
5378	0.586	0.013	0.177
5379	0.153	0.204	0.188
5380	1.806	1.08	2.33
5381	0.153	0.214	0.309
5382	0.119	0.168	1.004
5384	0.157	0.014	1.392
5385	1.501	1.405	2.051
5386	0.02	0.192	1.718
5387	0.279	0.059	1.248
5388	0.172	0.072	0.497
5389	0.976	0.797	0.569
5390	0.319	0.808	0.982
5391	0.012	0.225	0.734
5392	0.219	0.41	1.651
5393	0.15	0.402	0.124
5394	0.884	0.192	0.097
5395	0.724	1.6	0.571
5396	0.096	0.107	0.66
5397	1.332	1.145	0.442
5398	1.26	1.367	0.311
5399	0.65	0.965	0.52
5400	1.472	1.652	0.113
5401	0.519	0.968	0.08
5402	1.423	1.282	0.032
5403	0.465	0.399	0.281
5404	0.071	0.146	0.461
5405	0.953	1.771	0.628
5406	1.129	0.844	0.257
5407	0.369	0.451	0.272
5408	0.076	0.285	2.903
5409	1.312	1.377	1.197
5410	0.096	0.156	0.104
5411	0.006	1.066	0.186
5412	0.208	0.717	0.254
5414	0.379	0.968	0.791
5415	0.472	0.641	0.001
5416	0.922	0.575	1.081
5418	0.047	0.229	0.291
5419	0.246	0.368	0.26
5420	1.148	1.405	0.016
5421	0.01	0.359	0.803
5422	1.262	0.381	0.046
5423	0.353	0.351	0.453
5424	2.637	2.09	3.524
5425	0.227	0.119	1.049
5426	0.399	1.4	1.016
5429	2.392	1.96	0.456
5430	0.703	0.819	0.976
5432	0.272	0.091	0.97
5433	1.112	0.537	1.422
5434	0.449	0.718	0.025
5435	0.003	0.176	0.224
5436	0.206	0.056	0.567
5437	0.093	0.242	0.758
5438	0.375	0.032	0.876
5439	0.007	0.239	0.939
5440	0.619	0.52	0.264
5441	0.153	0.836	0.345
5442	0.473	0.389	0.943
5443	0.45	0.203	0.032
5444	1.498	1.575	0.207
5445	0.186	0.103	0.054
5447	0.119	0.106	0.845
5448	0.845	1.841	1.332
5449	0.832	0.344	0.284
5451	1.308	0.028	2.224
5452	0.451	0.012	0.587
5453	0.331	0.957	0.424
5456	0.119	0.144	0.871
5457	2.029	1.815	0.163
5458	0.081	0.027	0.297
5460	1.639	1.69	0.82
5461	1.716	1.224	0.289
5462	0.923	0.292	0.48
5463	0.631	0.973	0.144
5464	1.558	1.203	3.111
5465	1.378	1.319	1.174
5466	1.553	1.66	1.109
5467	1.65	2.175	0.425
5468	0.029	0.26	0.029
5469	0.33	0.296	0.129
5470	0.096	0.027	0.367
5471	0.64	0.377	0.437
5472	2.652	2.531	0.367
5474	0.025	0.091	0.375
5475	1.94	2.239	0.051
5476	1.633	1.261	0.087
5477	0.301	0.418	0.051
5478	3.042	3.758	1.134
5479	1.063	1.282	0.754
5480	0.55	0.74	0.662
5481	0.601	0.912	0.58
5482	1.284	0.526	1.042
5483	0.626	1.412	0.193
5484	0.127	0.407	0.049
5486	0.144	0.324	0.34
5487	0.422	1.075	0.925
5488	0.13	0.436	0.142
5490	0.504	0.204	1.533
5491	0.464	0.345	0.42
5492	0.371	0.113	2.348
5494	1.147	0.939	0.454
5495	0.39	0.115	2.329
5496	0.408	0.853	0.36
5497	1.49	1.733	0.388
5498	0.49	0.467	0.324
5500	1.068	0.527	0.19
5501	1.558	1.42	0.341
5502	0.808	1.142	0.438
5503	1.173	0.701	1.629
5504	0.539	0.739	0.842
5505	0.118	0.098	0.15
5506	0.034	0.071	0.249
5507	0.614	0.634	0.351
5508	1.279	1.237	0.051
5509	0.637	0.457	1.47
5510	0.301	0.074	0.57
5511	0.016	0.267	0.959
5512	0.038	0.037	1.717
5513	0.714	0.802	1.849
5514	0.066	0.348	0.53
5515	0.083	0.214	0.563
5516	0.377	0.158	0.422
5517	0.142	0.151	0.375
5518	0.605	0.633	0.949
5520	0.01	0.407	0.216
5522	0.555	0.863	1.704
5523	0.165	0.916	0.152
5524	0.209	0.376	0.2
5525	0.123	0.181	0.819
5526	0.356	0.355	0.031
5527	0.032	0.012	1.609
5529	0.016	0.142	0.356
5530	0.408	0.66	0.628
5531	0.033	0.067	0.447
5532	0.089	0.749	0.559
5534	0.174	0.043	2.232
5535	0.183	0.286	0.713
5536	0.062	0.31	0.092
5537	0.074	0.641	0.243
5538	0.003	0.063	0.241
5539	0.299	0.306	0.234
5541	0.249	1.04	0.306
5542	0.191	0.245	1.482
5544	0.135	0.396	0.007
5545	0.303	0.123	1.536
5549	0.178	0.064	0.213
5550	0.028	0.098	0.052
5551	0.47	0.106	1.341
5552	0.129	0.211	0.008
5554	1.898	1.423	1.548
5555	0.792	0.483	0.972
5556	0.324	0.888	0.228
5563	0.068	0.363	0.133
5568	0.03	0.108	0.008
5601	0.276	0.528	1.595
5613	0.745	0.699	0.457
5632	0.237	0.224	0.119
5634	0.052	0.173	0.777
5638	0.248	0.013	0.02
5639	0.868	1.526	1.176
5640	0.463	0.041	0.078
5642	0.005	0.253	0.025
5643	0.278	0.095	0.26
5645	0.644	0.431	0.164
5647	0.367	0.916	1.231
5649	0.012	0.75	0.229
5650	0.629	1.203	1.507
5651	0.415	0.817	0.084
5652	0.2	0.267	0.983
5653	0.392	1.005	0.346
5654	0.077	0.179	0.157
5655	0.292	0.253	0.126
5656	0.372	0.741	0.043
5660	0.615	0.642	0.571
5661	0.082	0.256	0.267
5664	0.736	0.329	0.811
5665	0.12	0.095	0.229
5666	0.503	0.511	0.651
5669	0.509	0.537	0.236
5673	0.333	0.152	0.488
5676	0.051	0.441	0.254
5679	1.141	0.623	0.409
5680	0.134	0.182	0.181
5681	0.216	0.014	0.76
5686	0.182	0.298	0.379
5693	0.028	0.006	0.903
5696	0.342	0.223	0.259
5699	2.207	2.099	0.098
5700	0.846	0.504	0.065
5702	0.205	0.114	0.132
5704	0.102	0.035	2.098
5713	0.702	0.478	0.952
5714	0.161	0.413	0.078
5718	0.194	0.115	0.25
5719	0.201	0.013	1.168
5720	0.118	0.167	0.319
5725	2.104	2.543	2.128
5727	1.641	1.618	0.946
5729	1.286	1.669	0.042
5730	0.526	1.763	0.22
5732	2.527	3.306	0.07
5734	0.386	0.278	0.212
5735	1.783	2.716	0.248
5737	3.389	3.3	0.528
5739	1.853	1.559	0.026
5740	0.406	0.933	0.495
5741	2.069	2.594	0.853
5742	0.583	0.358	1.204
5743	1.238	0.977	0.352
5744	0.318	0.826	0.395
5745	0.211	0.629	0.077
5746	0.411	1.335	0.16
5747	0.235	0.304	0.158
5748	1.459	2.018	0.584
5749	0.799	0.929	0.006
5750	0.483	0.253	0.062
5751	0.046	0.016	0.027
5753	0.68	1.636	0.464
5754	1.018	1.267	0.444
5756	1.835	1.735	0.5
5757	0.195	0.536	0.296
5758	0.614	1.538	0.977
5759	0.073	0.279	1.309
5760	0.812	1.682	0.427
5762	0.487	0.842	0.868
5763	0.338	0.129	0.425
5764	1.431	1.031	0.259
5766	0	0.177	0.256
5770	0.54	0.436	0.421
5771	0.161	0.533	1.47
5772	0.376	0.183	0.068
5775	0.227	0.003	0.93
5777	1.67	2.207	0.427
5778	0.528	1.252	0.492
5779	0.502	1.284	0.467
5780	0.313	0.141	0.021
5782	0.977	0.743	0.346
5785	0.733	0.535	0.717
5786	0.433	0.014	0.485
5787	0.498	0.643	0.254
5788	0.282	1.041	0.806
5789	0.119	0.197	0.517
5790	0.256	0.29	1.115
5791	0.486	0.159	0.025
5792	0.442	0.088	0.429
5794	0.218	0.134	0.499
5795	0.054	0.083	0.282
5796	1.462	1.106	0.069
5797	0.265	0.022	0.195
5799	0.14	0.222	0.421
5800	0.265	0.252	0.512
5801	0.301	0.449	1.003
5802	1.689	0.839	0.111
5804	0.021	0.18	1.001
5805	0.526	0.224	0.311
5806	0.362	0.08	0.071
5807	0.308	0.114	0.014
5808	0.246	0.475	0.559
5810	0.332	0.204	2.755
5811	0.142	0.53	0.094
5812	0.595	0.568	0.821
5813	0.616	0.041	1.117
5814	0.491	0.614	0.412
5815	0.371	0.308	0.403
5816	0.071	0.253	0.288
5817	0.163	0.52	0.704
5818	0.174	0.625	1.026
5819	0.648	0.134	0.956
5820	0.551	0.381	0.079
5821	0.213	0.354	0.191
5822	0.022	0.168	0.29
5823	0.432	0.02	0.338
5824	0.123	0.008	0.632
5825	0.103	0.001	0.213
5826	0.019	0.128	0.215
5827	0.144	0.054	0.03
5828	0.263	0.316	0.957
5829	1.007	1.095	0.055
5831	0.475	1.536	0.073
5833	0.713	0.368	0.168
5834	0.022	0.007	0.151
5835	0.2	0.066	0.044
5836	0.488	0.709	0.119
5837	0.243	0.484	0.054
5838	0.3	0.148	0.072
5839	0.152	0.009	0.212
5841	0.848	0.599	0.596
5842	0.338	0.201	0.436
5843	1.161	1.423	0.102
5844	0.255	0.196	1.274
5845	0.529	0.056	0.148
5846	0.37	0.989	0.028
5847	0.147	0.712	0.109
5848	0.406	0.511	0.194
5849	0.194	0.167	0.241
5850	0.039	0.541	0.349
5851	0.021	0.095	0.193
5852	0.94	0.799	0.092
5854	0.389	0.584	0.321
5855	0.095	0.014	0.129
5856	0.3	0.648	0.723
5857	1.332	0.538	1.405
5858	2.321	2.578	0.447
5859	0.939	0.178	0.106
5860	0.421	0.022	0.367
5861	0.388	0.067	0.631
5862	0.913	0.437	0.518
5863	0.442	0.263	0.13
5864	0.099	0.438	0.297
5865	0.254	0.001	0.832
5866	0.754	0.427	0.143
5867	0.4	0.269	0.604
5868	0.464	0.109	0.156
5869	1.013	0.759	0.387
5870	0.121	0.029	0.542
5871	0.11	0.385	0.199
5872	0.143	0.496	0.328
5873	0.49	0.366	0.246
5874	0.621	0.091	0.871
5875	0.503	1.3	0.496
5876	0.626	0.144	0.617
5877	0.05	0.012	0.451
5878	0.237	0.1	0.256
5879	0.245	0.07	0.647
5880	0.813	0.652	0.213
5881	0.136	0.061	0.24
5882	0.421	0.66	1.042
5883	0.218	0.423	1.525
5884	0.476	0.616	0.466
5885	0.2	0.218	1.108
5886	0.703	0.628	1.432
5887	0.399	0.879	0.332
5888	0.306	0.016	0.385
5889	0.342	0.035	0.093
5890	0.406	0.188	0.004
5891	0.635	0.832	0.059
5892	0.571	0.204	0.169
5893	0.347	0.149	0.54
5894	0.279	0.211	0.668
5895	0.191	0.038	0.318
5896	0.062	0.04	0.612
5897	0.076	0.218	0.121
5899	0.627	0.643	0.507
5900	0.109	0.263	0.06
5901	0.444	0.635	0.426
5903	0.122	0.706	0.727
5905	0.227	0.123	0.625
5906	0.08	0.062	0.249
5909	0.294	0.903	0.141
5910	0.117	0.134	0.623
5911	0.161	0.056	0.274
5912	0.307	0.531	1.221
5913	0.172	0.039	0.359
5914	0.087	0.082	0.553
5915	0.098	0.242	0.833
5916	0.119	0.032	0.074
5917	0.179	0.384	0.162
5918	0.559	0.546	0.164
5919	0.675	0.135	0.627
5920	0.047	0.254	0.026
5921	0.138	0.533	0.252
5922	1.785	2.684	0.031
5923	0.395	0.223	0.445
5924	0.373	0.292	0.442
5925	0.248	0.135	0.247
5927	0.024	0.014	0.453
5928	0.478	0.844	1.678
5929	0.128	0.038	0.092
5930	0.267	0.498	0.742
5931	0.512	0.586	0.734
5932	0.146	0.128	0.091
5933	0.846	0.27	0.854
5934	1.249	1.019	1.178
5936	0.911	0.906	0.774
5937	0.335	0.224	0.002
5938	0.147	0.024	0.16
5939	0.446	0.415	1.254
5940	0.578	0.328	0.135
5942	0.112	0.359	0.32
5943	0.111	0.104	0.783
5945	0.149	0.51	0.625
5946	0.129	0.633	0.604
5947	0.421	0.093	0.655
5948	0.333	0.342	0.171
5950	0.474	0.857	0.705
5952	0.441	0	0.027
5953	0.197	0.03	0.204
5954	0.107	0.654	0.378
5955	0.044	0.131	0.974
5956	0.225	0.157	0.568
5957	0.071	0.094	0.361
5958	0.33	0.132	1.295
5959	0.539	0.057	0.411
5960	0.572	0.619	0.333
5962	0.176	0.566	0.153
5963	0.06	0.055	0.031
5964	0.337	0.556	0.091
5965	0.304	0.086	1.007
5966	0.195	0.312	0.244
5967	1.418	1.823	0.834
5969	0.867	0.542	1.322
5970	0.043	0.027	0.578
5971	0.164	0.312	0.117
5973	0.222	0.082	0.362
5974	0.386	0.847	1.153
5975	0.688	0.656	0.945
5976	0.25	0.224	1.012
5977	0.026	0.061	0.35
5978	0.173	0.225	0.149
5980	0.401	0.107	1.207
5981	0.377	1.066	0.04
5982	0.512	0.011	0.059
5983	0.001	0.512	0.15
5984	0.011	0.108	0.142
5985	0.284	0.116	0.387
5986	0.382	0.137	0.093
5987	0.586	0.499	0.572
5988	0.35	0.266	0.429
5989	0.001	0.267	0.165
5990	0.515	0.596	0.272
5991	0.469	0.395	0.741
5992	0.141	0.204	0.053
5993	0.176	0.26	0.462
5994	0.015	0.134	0.136
5996	0.243	0.542	0.444
5997	0.005	0.075	0.3
5998	0.202	0.043	0.011
5999	0.657	0.331	0.538
6000	0.302	0.071	0.083
6002	0.29	0.193	1.055
6003	0.641	0.891	0.253
6004	0.59	1.57	0.142
6005	0.799	0.464	0.079
6006	0.034	0.063	1.549
6007	0.531	0.447	0.939
6008	0.32	0.525	0.401
6009	0.07	0.366	0.125
6010	0.889	0.78	0.419
6011	0.909	0.152	1.316
6012	0.459	0.54	0.282
6013	0.214	0.248	0.202
6014	0.401	0.655	2.149
6015	0.417	0.174	1.145
6016	0.304	0.235	0.263
6018	0.192	0.064	1.303
6019	0.02	0.259	0.591
6020	0.097	0.535	0.398
6021	0.995	0.489	1.707
6022	0.238	0.078	0.017
6023	0.541	0.792	0.024
6024	0.559	0.393	0.974
6025	0.777	0.562	0.279
6026	0.113	0.069	0.714
6027	0.309	0.087	2.085
6028	0.386	0.535	0.026
6029	0.115	0.208	0.042
6030	0.788	1.143	2.503
6031	0.169	0.108	0.79
6032	0.053	0.006	0.16
6033	0.547	0.087	0.377
6034	0.022	0.045	0.623
6035	0.099	0.471	0.83
6036	0.22	0.125	0.26
6037	0.445	0.351	0.309
6038	0.505	0.09	0.641
6040	0.465	0.07	0.512
6041	0.646	1.178	0.459
6042	0.231	0.373	0.319
6043	0.632	0.348	0.185
6044	0.649	1.08	0.142
6045	0.808	0.39	0.815
6046	0.392	0.017	0.075
6047	1.092	1.058	0.173
6049	0.196	0.267	0.06
6050	0.02	0.123	0.463
6051	0.285	0.01	0.26
6052	0.281	0.011	0.085
6053	0.206	0.024	0.462
6054	0.025	0.428	0.218
6055	0.136	0.983	0.591
6056	0.153	0.336	0.263
6058	0.158	0.091	0.511
6059	1.552	1.667	0.184
6060	0.088	0.016	0.228
6061	0.241	0.096	0.047
6062	0.227	0.141	1.001
6063	0.448	0.343	0.07
6065	1.205	0.337	0.171
6066	0.179	0.156	0.938
6067	0.049	0.213	0.24
6068	0.653	0.641	0.58
6069	0.089	0.384	0.31
6070	1.289	1.548	1.306
6071	0.054	0.032	0.243
6074	0.415	0.623	0.594
6075	0.161	0.252	0.386
6076	0.806	0.602	1.274
6077	0.519	0.448	0.13
6078	0.172	0.054	0.032
6079	0.136	0.193	1.169
6081	0.077	0.094	0.236
6082	0.548	0.382	1.003
6083	0.085	0.249	0.026
6084	0.135	0.317	0.283
6086	0.203	0.572	0.681
6087	0.105	0.03	1.297
6088	0.251	0.155	1.203
6090	0.102	0.531	0.622
6092	0.384	0.16	0.925
6093	0.19	0.236	1.019
6095	0.863	0.611	0.211
6096	0.293	0.135	2.245
6097	0.296	0.022	0.088
6099	0.35	0.016	0.43
6100	0.13	0.019	0.003
6101	0.231	0.633	0.121
6102	0.429	0.006	0.676
6104	0.224	0.066	0.315
6105	0.67	1.67	0.284
6106	1.356	0.64	0.19
6107	0.96	0.966	0.741
6108	0.247	0.062	0.139
6109	0.417	0.337	1.32
6110	0.428	0.069	0.117
6113	0.018	0.016	0.352
6114	0.125	0.027	0.289
6115	0.449	0.662	1.13
6116	0.014	0.19	0.303
6117	0.479	0.078	0.302
6118	0.107	0.586	1.072
6120	0.063	0.042	0.339
6121	0.14	0.14	0.079
6122	0.033	0.055	0.965
6123	0.055	0.063	0.395
6124	0.049	0.138	0.026
6125	0.221	0.083	0.093
6126	0.055	0.18	0.274
6128	0.226	0.004	0.817
6129	0.141	0.044	0.079
6130	0.31	0.139	0.277
6131	0.145	0.678	0.218
6132	0.716	1.241	0.335
6133	1.768	1.482	0.511
6134	0.553	0.705	0.402
6135	0.534	0.494	0.358
6136	0.229	0.127	0.271
6137	0.171	0.282	0.309
6138	0.006	0.152	0.099
6140	0.29	0.256	1.552
6142	0.386	0.216	0.837
6143	0.044	0.046	0.26
6144	0.347	0.381	0.368
6145	0.001	0.293	0.222
6146	0.396	0.59	0.466
6149	0.454	0.648	0.497
6150	0.044	0.136	0.596
6151	0.787	0.855	0.208
6153	0.081	0.381	1.013
6154	0.357	0.608	1.358
6155	0.492	0.102	0.306
6156	0.242	0.142	0.353
6157	0.596	0.005	0.72
6158	0.096	0.091	0.566
6159	0.319	0.429	0.17
6160	0.181	0.456	0.834
6163	0.065	0.471	0.333
6164	0.011	0.058	0.303
6165	0.007	0.052	0.626
6166	1.21	0.769	0.109
6167	1.08	1.184	0.834
6168	0.34	0.324	1.5
6169	0.376	0.489	0.306
6170	0.039	0.076	1.196
6171	0.397	0.41	0.234
6172	0.035	0.017	0.647
6173	0.131	0.76	0.247
6174	0.757	0.657	1.039
6175	0.266	0.016	1.529
6176	0.061	0.657	0.458
6179	0.035	0.054	0.163
6181	0.302	0.12	0.067
6182	0.879	0.759	0.722
6183	0.05	0.462	0.509
6184	0.022	0.035	0.142
6185	0.187	0.083	0.09
6186	0.069	0.26	0.312
6187	0.294	0.162	0.28
6188	0.134	0.039	0.128
6189	0.62	0.394	1.032
6190	0.064	0.281	0.317
6192	0.419	1.124	0.246
6193	0.025	0.023	0.27
6195	0.028	0.063	0.073
6196	0.031	0.15	1.16
6197	0.876	0.42	0.581
6198	0.035	0.029	0.399
6199	0.004	0.062	0.128
